key_bom	key_omdb	key_wiki
	o20960	w16657
b10295	o2608	w31484
	o12664	w7498
	o15429	w4746
	o12712	w21096
	o4430	w21489
b6982	o19899	w21022
	o17796	w25552
	o15917	w24278
	o14727	w27080
b791	o13847	w1102
	o14719	w26145
	o20715	w17199
	o1852	w32164
	o9120	w15250
	o18368	w33143
b2569	o5052	w6683
	o2943	w23728
	o22621	w4429
b10392	o10043	w31863
b10094	o21958	w30938
	o20982	w20239
	o7348	w28074
	o16737	w39137
	o9420	w11205
	o9422	w12729
	o17391	w27093
b985	o10533	w11909
b12145	o22290	w37625
	o3798	w22755
	o17631	w27487
b11696	o20353	w36172
	o1352	w11753
	o3353	w14657
	o22602	w42993
	o5605	w1191
b5747	o8510	w17288
	o4910	w28290
b14764	o2357	w36989
	o10536	w1799
	o22738	w24926
	o14664	w18287
	o5116	w25471
	o5317	w8019
	o2175	w38974
	o2661	w788
	o21231	w25485
	o14134	w5489
b812	o20057	w1137
b14213	o1262	w28817
b7002	o3785	w21080
b10447	o3458	w32088
	o18793	w24214
	o11464	w27011
	o11562	w24059
	o19160	w9034
	o12230	w11683
	o1668	w23507
b924	o19822	w1469
	o615	w18934
	o20201	w18428
b15007	o3096	w41007
	o12117	w13555
	o8743	w23192
	o1773	w12599
	o18902	w5679
	o16876	w8442
	o8678	w12140
	o8748	w35664
	o21333	w3266
	o18566	w15798
	o11576	w5794
b16453	o20035	w41794
	o13860	w4865
b14047	o8157	w26572
	o5846	w27563
	o3098	w38163
	o12183	w27843
b10888	o12750	w33611
	o2831	w20334
	o21047	w4979
	o18020	w39820
	o18056	w1381
b12383	o4952	w2510
	o17230	w18424
	o22819	w37141
	o7875	w2605
	o22130	w25711
	o18858	w40864
	o22594	w41099
b5216	o13503	w15440
b289	o21794	w9415
b10074	o3060	w30878
	o19532	w13642
	o15176	w32502
	o12443	w15041
	o6717	w25107
	o22629	w5725
	o819	w27767
	o7785	w29536
	o4914	w29399
	o9559	w38251
	o2091	w28155
	o15027	w33709
	o12401	w9245
	o7625	w15160
	o20268	w25959
	o2415	w1884
	o19219	w42170
b9025	o19934	w27502
	o8185	w38779
	o9611	w4375
	o979	w953
	o10724	w41471
b3758	o1769	w10799
	o20838	w34451
b16323	o10722	w41422
	o489	w37762
	o2848	w24764
b8157	o8901	w24736
	o8442	w41576
	o10809	w22660
b9358	o1169	w28453
	o15977	w10193
b16149	o8200	w40859
	o4431	w22010
	o21437	w31960
	o8867	w20492
	o20870	w42484
	o4665	w1379
	o10292	w30180
	o6810	w31538
	o4010	w41113
	o10910	w33195
b2643	o3302	w6893
	o16074	w1147
	o22725	w20917
	o2370	w42303
	o10282	w27714
	o6682	w13737
	o7224	w14495
	o10733	w5432
	o7104	w11067
b7926	o3809	w24070
	o18966	w30489
	o21359	w9551
b1653	o1326	w3493
	o1814	w20564
b5445	o3742	w16269
b6590	o8860	w19993
b7352	o9987	w21951
b13298	o5179	w15739
	o11353	w39182
b13285	o12581	w15696
	o22378	w10759
	o21707	w18533
	o13898	w11795
	o7282	w39798
	o23005	w26435
	o3886	w33274
b5788	o2519	w17515
b909	o988	w1440
	o19512	w10677
	o12125	w16614
	o12642	w43079
b3525	o11842	w9976
	o20988	w22646
	o4150	w4506
	o2529	w18659
	o12015	w40036
	o22233	w7069
	o16744	w40103
	o21378	w14818
	o5952	w14926
	o901	w26767
b12476	o7045	w3825
	o98	w16953
b15577	o3563	w39426
	o11539	w12456
	o19339	w38817
	o13784	w35245
	o9748	w34316
	o6437	w27286
b6244	o20210	w19011
	o10869	w10129
	o22741	w25255
	o21659	w527
	o15756	w14833
	o19368	w10953
	o6376	w11911
	o8982	w11083
	o22799	w34658
b16277	o9036	w41257
	o6397	w16241
	o18159	w15078
	o22950	w9699
	o21239	w27513
	o16519	w22894
b2052	o16370	w4828
b554	o19814	w391
	o148	w25396
	o3271	w3119
b13841	o9782	w22848
	o3916	w36864
	o11393	w5872
	o19658	w32388
	o17738	w9070
	o18885	w561
	o14282	w17927
	o21184	w11327
b7218	o20555	w21602
	o21043	w2795
b10770	o11755	w33095
	o15709	w3861
	o19886	w19594
	o905	w30052
b120	o5275	w194
	o6233	w2767
b16325	o4015	w41423
	o8045	w25736
	o15168	w31047
b1416	o3628	w2733
	o16398	w8981
	o12639	w42990
	o12909	w31506
	o7047	w5110
	o843	w34094
b16800	o10171	w43155
	o11574	w3404
	o23107	w41144
b3536	o20148	w10030
	o573	w1862
	o16010	w26501
	o7659	w22728
	o3743	w16508
b327	o3237	w15071
	o11201	w25670
	o19843	w7715
b347	o18044	w17495
	o3245	w463
b7224	o20556	w21544
	o11902	w26196
	o22666	w10551
	o8757	w38877
b14111	o15049	w27623
	o17672	w31523
	o1237	w14174
b933	o5036	w1502
	o18210	w23072
	o9973	w20708
	o22858	w24301
	o22521	w17861
b5068	o3355	w14911
b381	o18431	w22709
	o14896	w41685
	o12289	w35314
b2403	o5311	w6148
	o12997	w12627
	o6584	w1873
	o12946	w34858
b10992	o11760	w33948
	o17643	w34665
b8700	o13745	w26434
	o18314	w9674
	o18950	w22438
	o10266	w23695
	o16066	w320
	o11449	w8497
	o1596	w28075
	o13819	w32189
b9543	o10029	w29025
	o10411	w281
	o14225	w10100
	o16892	w11075
	o12769	w5032
	o15601	w7363
	o5321	w9528
	o5869	w37901
	o805	w23817
	o6969	w43113
	o5931	w32284
	o21236	w26620
b11785	o18728	w36508
	o8529	w22492
	o21784	w42953
	o5067	w11740
	o13069	w26759
	o17244	w28312
	o1804	w18718
	o10575	w9854
	o2755	w17901
	o18280	w34712
	o19480	w4432
	o13934	w22243
	o20911	w2239
	o2015	w7301
	o2195	w5055
	o8223	w2792
	o4567	w16583
	o6840	w41564
	o6666	w8837
	o19079	w17463
	o19646	w30895
b16380	o4018	w41583
	o272	w38534
	o6493	w36993
b15616	o21307	w39533
	o15365	w25525
	o7548	w31485
	o9205	w28580
	o8262	w30516
	o10237	w15725
	o4538	w2329
b855	o3011	w1270
	o1191	w32946
b15015	o8174	w41061
b9962	o21249	w30533
	o13394	w29341
b2826	o8669	w7460
	o18622	w23445
	o22543	w28672
b15256	o10706	w38164
	o2311	w31043
b15937	o3103	w40255
	o5420	w33118
	o19514	w10733
	o14650	w17069
b11883	o21996	w36843
	o16417	w10339
	o17908	w38194
	o17516	w24981
	o532	w33025
	o1846	w30827
	o14600	w7563
	o21723	w27120
	o18443	w963
	o13378	w13623
b13417	o3079	w17674
	o9293	w3434
b16279	o22061	w41260
	o9083	w7343
	o7786	w29861
	o1045	w10507
	o6051	w9920
	o22004	w1271
	o19030	w257
	o18690	w31963
b6955	o18606	w20946
	o9405	w5398
b599	o20054	w483
	o8742	w21839
	o1298	w41016
	o12688	w15320
	o14019	w20130
b12493	o17853	w3936
	o14443	w39778
	o1957	w17054
	o10166	w42611
b2009	o21834	w4699
	o8539	w25615
	o4664	w687
	o7958	w13489
b14658	o16282	w34715
	o13335	w32369
	o11686	w12384
b7673	o9995	w23178
	o4162	w13485
	o9820	w41240
	o12537	w31383
	o19944	w30145
	o19097	w24460
	o12202	w35963
	o10003	w24254
	o6921	w37817
	o17730	w6945
	o2568	w24656
	o9179	w24973
	o11949	w1317
	o7654	w22732
	o4228	w38828
	o13974	w32430
	o3332	w11058
	o14761	w30975
	o19414	w32808
	o18531	w11353
b901	o4388	w1424
	o2437	w4542
b4737	o3346	w13862
b1898	o3117	w4316
	o14641	w15460
	o16955	w20725
b9623	o11738	w29324
	o5283	w1156
	o1473	w38223
b5205	o3736	w15380
	o4615	w23366
b4901	o1071	w14302
	o4037	w9092
	o9922	w10986
	o12411	w11139
	o4304	w28252
	o6833	w39780
	o5530	w21246
	o16108	w7342
b12677	o7051	w6921
	o19688	w35921
b5609	o11698	w16781
	o14059	w40211
	o14613	w10472
b1086	o22612	w1796
	o19376	w13343
b399	o9843	w24467
	o14429	w38212
	o21873	w11984
	o9943	w16058
b8441	o8042	w25691
	o11843	w10011
	o12221	w7664
	o289	w43188
	o10509	w38449
b8687	o8380	w26389
	o1181	w31001
b12384	o8126	w2575
	o13209	w33534
	o15315	w11914
b7454	o3795	w22314
	o15997	w21567
	o6350	w5433
	o10374	w36369
	o17481	w18972
	o19901	w21065
	o22110	w15113
	o5005	w39133
b11378	o3899	w35264
	o19375	w13324
	o105	w17894
	o17301	w23052
	o12128	w17028
	o17617	w20607
	o20638	w40550
	o22466	w32695
	o14028	w23824
	o3758	w18051
b15658	o22311	w39648
	o22169	w14344
	o4360	w25598
	o16835	w1610
	o2527	w18493
	o20886	w14850
	o22179	w23513
	o8971	w5263
b15851	o3221	w40181
	o15488	w42843
	o4591	w20276
	o20558	w22053
	o22983	w20165
	o16918	w14927
b446	o3599	w29730
	o6697	w17891
	o17566	w33410
	o12121	w14681
	o17701	w15756
b10024	o15021	w30756
b11402	o10665	w35355
	o7059	w19284
b12441	o10332	w3423
	o2776	w3381
	o7747	w16706
b7356	o20240	w21970
	o4906	w26961
	o6536	w14109
b235	o11633	w329
	o6908	w29319
	o10277	w26416
	o1864	w34745
b15692	o20452	w39774
	o3324	w10269
	o20996	w24441
	o8440	w40416
	o16606	w33719
	o8686	w17732
b4173	o21872	w11864
	o1457	w8794
	o15353	w21973
	o9338	w38385
	o22729	w21706
	o10760	w5300
	o6691	w16439
	o11202	w25917
	o15959	w37173
	o6162	w28706
b11681	o20352	w36149
	o17722	w5047
	o1101	w18260
b13599	o5180	w20423
	o7236	w21247
	o5680	w15221
	o11242	w31409
b13012	o4340	w12650
	o21313	w40870
	o4483	w27330
	o15115	w13325
	o17669	w28235
	o10158	w41151
b15422	o21647	w38915
	o13970	w31891
b13951	o9786	w24465
	o11812	w42911
	o20934	w8413
	o14137	w8282
	o17429	w7191
b15529	o5475	w39214
	o19669	w33687
	o22192	w38927
	o7616	w9133
b8826	o3839	w26852
b6454	o10607	w19635
	o11516	w34541
	o6047	w8884
	o509	w17540
b14046	o6488	w26571
b16803	o18879	w43176
b4318	o9932	w12304
	o8222	w2491
	o17688	w41256
	o7302	w733
	o95	w16876
	o9507	w37513
	o10214	w10604
	o2714	w39514
	o18840	w38480
	o2509	w15351
	o3083	w19947
	o2992	w39805
	o16046	w39464
	o9238	w31679
	o15903	w17094
	o8006	w20732
	o1664	w21734
	o781	w13959
b5395	o21886	w16118
	o9307	w20426
	o396	w19116
b8681	o9720	w26383
	o3890	w33831
b4422	o20168	w12646
	o13125	w7179
b4483	o3339	w12902
	o6172	w29922
	o1154	w25333
	o18603	w20710
	o6270	w29221
	o19661	w32842
	o7535	w1414
	o958	w231
	o4583	w17484
	o9134	w17595
b2290	o13667	w5706
	o17539	w1920
	o7648	w20070
	o20979	w19950
	o11701	w17659
	o7847	w226
	o5606	w1797
	o4578	w17046
	o2092	w28378
b13717	o6485	w21607
b10443	o1432	w32082
	o19059	w10568
	o6667	w8980
	o5912	w2189
	o19187	w22692
	o1680	w30492
	o878	w16162
	o11557	w22231
	o12042	w42087
	o4743	w28939
	o7293	w42525
	o9546	w30807
	o2110	w34756
	o12993	w12613
	o17552	w14506
	o4855	w10232
	o19437	w26670
b9380	o9725	w28584
	o20355	w36504
	o20712	w16134
	o14507	w26105
	o9939	w15018
	o10070	w1696
	o17239	w27388
	o14815	w12851
	o12941	w25821
	o22968	w16486
	o10056	w34398
	o270	w42674
	o22681	w12889
	o12105	w12574
	o881	w17741
	o19150	w4604
	o22518	w15769
	o20624	w21349
	o11853	w11803
	o1837	w28207
b11620	o19970	w36041
	o10942	w38648
	o16706	w30950
	o13310	w20840
b7015	o9977	w21109
b1333	o2227	w2496
b7544	o4434	w22645
	o16574	w30044
	o3672	w8252
b5055	o3033	w14819
	o22012	w8865
	o17311	w25893
b14264	o18359	w29423
	o18272	w33456
	o11324	w29088
b14442	o10119	w31372
	o17011	w28523
b3688	o22238	w10510
	o15943	w32981
	o20966	w17060
b9354	o13550	w28439
	o9351	w40293
	o16679	w21496
	o6133	w24751
	o185	w32896
b9136	o2088	w27758
	o12162	w23457
	o22346	w3731
	o14139	w17932
	o4993	w34400
b7522	o20560	w22579
	o4474	w14999
	o8946	w33554
	o11334	w33156
	o13473	w7489
	o10780	w14658
b6141	o5357	w18765
	o15231	w33863
	o5675	w14197
	o22780	w30978
	o6516	w1160
	o19671	w33986
b897	o21182	w1411
b718	o11378	w907
	o4501	w42576
b15680	o10713	w39695
	o16347	w2603
b3187	o14951	w8750
b1690	o13454	w3589
	o16263	w9728
	o18467	w2100
	o5954	w15506
	o11328	w30656
b14119	o13814	w27666
	o21074	w14857
	o2843	w22794
	o6582	w1331
	o816	w26912
	o12133	w17110
	o14842	w27888
b2805	o1523	w7408
	o8376	w25589
	o15887	w10841
	o14036	w30114
	o9410	w7425
	o21443	w33931
b13517	o13808	w19222
	o19186	w22404
	o11948	w216
	o18869	w42300
b15230	o20442	w38109
	o11429	w25967
	o17376	w16300
	o9269	w35817
	o6374	w11593
b12125	o5433	w37532
	o2869	w31716
	o17843	w36664
	o2935	w20519
	o10360	w25341
	o14640	w15157
	o12873	w35196
	o10135	w37963
	o23007	w26851
	o16528	w23729
	o15462	w34260
	o2066	w22984
	o16584	w30843
	o20575	w26053
	o21215	w16678
	o3650	w5139
b4529	o16434	w13037
	o17474	w275
	o14392	w14706
	o16056	w41945
	o685	w13206
	o20880	w9933
	o4838	w5093
b14961	o18319	w11987
	o17014	w29313
	o18250	w29769
	o14092	w16230
	o16045	w38484
	o11337	w38623
	o7946	w11567
	o22236	w9553
	o11972	w15812
	o9935	w13298
	o15774	w18929
	o22683	w13176
	o1340	w9564
	o21491	w16477
	o18706	w34633
	o22948	w9307
	o1721	w42677
	o20571	w17377
	o2189	w42475
	o17856	w6550
	o15757	w14979
	o9542	w29390
	o17826	w33041
	o12219	w6944
	o14561	w741
	o4207	w36560
	o21258	w32022
b1335	o21186	w2487
b4702	o2498	w13703
	o3588	w294
b14952	o18372	w40242
	o5902	w7765
b8658	o21599	w26340
	o6970	w9645
	o11544	w14634
	o22386	w13688
	o20128	w7423
	o5800	w742
b288	o3235	w9251
	o1503	w3169
	o20650	w39948
	o11180	w22140
 caesar!"	b5393	o5343
	o10164	w41899
b6099	o3767	w18621
	o17764	w19006
b10318	o10647	w31586
	o21123	w30524
	o3610	w1109
b16766	o16777	w43093
	o6176	w30892
b6421	o20217	w19523
	o1657	w16400
	o16772	w42863
	o8418	w2336
	o17412	w36725
	o21388	w17995
	o1043	w10227
	o17998	w1895
	o11171	w20612
b12884	o8980	w10180
	o9256	w33786
b16753	o2746	w43064
	o19349	w42920
	o18639	w26445
	o22762	w27929
	o2375	w42739
	o21050	w6328
	o15680	w9768
	o1139	w22107
b10062	o3169	w30823
	o4599	w22841
	o12161	w23456
	o7717	w8136
	o14852	w33968
	o4629	w23361
	o22058	w40790
	o16738	w39304
b2014	o10963	w4712
	o8422	w9826
	o9118	w15181
	o8750	w35803
b6845	o12850	w20601
	o3251	w1146
	o7101	w8494
	o20688	w7594
	o13026	w17466
	o4290	w19952
	o953	w153
	o18116	w9391
b3201	o13684	w8806
	o22471	w33439
b3346	o3680	w9416
	o6701	w18684
	o22949	w9622
	o16872	w7680
	o14517	w32870
	o19138	w512
	o10289	w29362
	o15834	w12644
b16313	o4014	w41396
b9573	o16206	w29157
	o18555	w14275
	o1462	w22519
	o20980	w20158
b1278	o16081	w2348
	o7152	w27997
	o22334	w2299
	o16051	w41242
	o19910	w22578
	o11912	w29735
	o22795	w33913
	o20027	w40876
b184	o18422	w377
	o5716	w20616
	o8207	w42158
b1386	o5038	w2657
b14825	o10375	w38039
	o16941	w17916
	o21205	w10440
	o2571	w25047
b12512	o2131	w4313
b6079	o18582	w18556
	o17869	w13106
	o17477	w9377
	o14460	w42515
	o21044	w4098
	o13319	w25928
	o12205	w380
b9494	o11737	w28924
	o8250	w21110
	o13480	w9200
	o22354	w4970
	o14290	w19641
	o21303	w42351
	o20427	w30536
b13081	o8288	w13132
	o8979	w10118
b10486	o8266	w32190
	o5234	w15272
b10574	o22272	w32490
	o11822	w735
	o19749	w28735
	o17120	w30285
b9662	o9729	w29463
	o17814	w28798
	o21666	w4163
b5259	o16142	w15547
	o14882	w39782
	o18035	w349
	o6378	w12411
	o19969	w35943
	o21782	w41545
b4828	o2501	w14071
	o20680	w3669
b3757	o9648	w10789
	o4076	w6040
b14983	o3977	w40833
b14829	o18371	w38044
	o10176	w35320
	o5809	w8556
	o1868	w35723
	o14661	w17918
	o9148	w20438
	o7795	w32317
b2624	o5641	w6846
	o7519	w31631
b11000	o15817	w33932
	o3627	w2346
b2007	o14479	w4697
	o6781	w13028
	o8549	w27645
	o12147	w19135
	o1162	w29224
	o12209	w1657
b4249	o9931	w12056
	o8193	w40179
	o4210	w37269
	o9088	w8386
b14104	o18355	w27555
	o17254	w33980
	o12809	w47
	o20888	w19957
	o19087	w21111
	o7582	w25455
	o3240	w29196
	o16492	w19538
	o15201	w11444
	o2838	w21920
	o4904	w26333
	o19493	w6115
	o7818	w38485
b14313	o1264	w30019
	o5014	w40292
	o20924	w5941
	o15895	w14176
	o12764	w2882
b9343	o10284	w28412
	o1929	w39722
b8092	o16531	w24561
b7511	o20559	w22550
	o11444	w4171
	o17834	w34832
	o14274	w17217
	o13556	w29495
	o11579	w8655
	o22861	w26542
b6603	o20221	w20037
	o20070	w1882
	o20362	w36914
	o7919	w7580
b149	o9830	w33
	o13867	w6302
b7542	o3402	w22638
	o13046	w23200
	o9202	w28475
	o6737	w30084
	o14261	w16253
	o22315	w42180
b12614	o16645	w5829
	o6028	w4431
	o21721	w27045
	o7628	w16122
	o16905	w12691
	o1671	w23897
	o13044	w22838
b10879	o4450	w33588
	o22960	w13217
	o5889	w41163
	o3993	w39691
b5285	o21579	w15612
	o2313	w31364
b15848	o19016	w40174
	o21629	w10785
	o17590	w5667
	o1487	w13955
	o22260	w24979
	o7379	w38340
	o8404	w33697
	o12438	w14866
	o1288	w38698
	o3493	w36858
	o21921	w24205
b2683	o10561	w7033
	o8817	w9529
	o8726	w6261
	o1690	w33412
	o21481	w9188
	o11044	w40269
	o7087	w731
	o12130	w17058
	o5702	w18578
	o14551	w5307
	o17259	w37820
	o16828	w473
	o1923	w38436
b15092	o16713	w33530
	o10078	w9230
	o11813	w43119
	o23002	w25925
	o19233	w41297
	o18820	w34130
b11581	o5430	w35980
	o16711	w33382
	o7382	w41455
b3074	o6991	w8236
	o3292	w5512
b10519	o18972	w32290
	o5502	w1678
b13692	o2691	w21517
	o18490	w3889
	o8282	w6342
	o9135	w17689
b9506	o16203	w28950
	o13500	w13907
	o3335	w11537
	o7097	w5953
	o6852	w2011
	o14836	w22121
	o20446	w38991
b16704	o10407	w42892
	o3136	w14338
	o8058	w27316
	o13546	w27002
	o2646	w36096
b5431	o5344	w16231
b2732	o20124	w7167
	o22135	w26636
	o11415	w16447
b3933	o9928	w11340
	o14466	w43072
	o14752	w29925
	o11489	w39817
	o11602	w27654
	o19125	w32978
	o9916	w10298
	o2300	w27290
	o2752	w9955
b2409	o2238	w6168
	o2912	w12161
	o22275	w34748
	o1229	w7590
	o18498	w4548
b13411	o1241	w17563
b14545	o20432	w32857
	o18833	w41081
	o19323	w21712
	o17186	w30236
	o17915	w40226
	o20689	w7926
b11092	o21976	w34244
	o12807	w43087
	o15256	w42786
b8934	o3432	w27280
	o8292	w19195
b16129	o15479	w40786
	o15583	w32045
	o1617	w34874
	o15707	w3651
	o9003	w24374
	o8818	w10105
b4675	o13709	w13576
	o765	w8396
	o11139	w15195
	o22548	w29351
	o20845	w39251
b15187	o19008	w37938
	o5735	w24953
	o17547	w9985
b16452	o6625	w41814
	o2756	w22502
b9464	o2594	w28806
	o9115	w15003
	o10872	w12386
	o19315	w14609
b12056	o20365	w37318
b10741	o3884	w32961
	o13195	w30564
	o8100	w33868
	o948	w42860
	o849	w35399
	o11265	w35962
	o799	w21931
	o13269	w579
	o11801	w38702
	o22546	w29338
	o21136	w38844
	o4869	w16639
b799	o19816	w1124
	o8462	w2229
b16233	o10157	w41111
b16164	o14163	w40924
	o15456	w31541
	o6919	w37711
	o21224	w20716
	o5429	w35773
	o18317	w11061
	o7701	w37342
	o15500	w1018
	o4473	w14069
	o4071	w5506
b2421	o20496	w6203
	o21193	w6733
	o10140	w38500
	o15359	w24686
	o22158	w3117
	o9718	w26320
	o14390	w12341
	o14045	w36754
	o2655	w37242
	o22294	w9364
b4912	o1359	w14315
	o11283	w37474
	o17905	w41921
	o18194	w20907
b9205	o18965	w28019
	o7987	w18401
	o20530	w14133
	o9359	w41561
	o1687	w32395
	o10304	w33152
b4769	o13710	w13940
	o11342	w42199
b2825	o13472	w7457
b198	o18040	w265
	o12488	w24647
	o10704	w37986
	o15697	w13599
	o10774	w11395
	o22467	w32994
	o12988	w11859
	o13133	w9922
	o7603	w3437
	o9323	w34109
b3458	o7443	w9774
	o5695	w17632
	o9497	w36241
	o1000	w2504
b15053	o5203	w41846
	o13166	w19189
	o19347	w42160
b14425	o3968	w31105
	o12023	w43042
b3777	o8339	w10869
	o9477	w29596
	o13403	w35068
	o20139	w8697
	o16776	w43061
	o11228	w28916
	o21793	w7923
	o11151	w17423
	o12072	w39106
	o5559	w16867
	o16164	w20508
	o21533	w39762
	o9964	w19891
	o10213	w10503
b15778	o3996	w39956
	o6380	w13117
	o17968	w22840
	o7796	w32356
	o813	w26377
b4432	o3712	w12680
	o4874	w17790
	o19620	w27074
	o2444	w5401
	o3818	w25580
	o17862	w10104
	o2962	w33030
	o17479	w40826
	o21362	w10676
	o15952	w34904
	o13135	w11455
	o2702	w27738
	o12084	w5709
	o20081	w2745
	o6034	w5611
	o427	w25874
	o22258	w24851
	o22206	w38388
	o5916	w9832
b10058	o1423	w30811
	o14354	w35187
b5157	o16456	w15190
	o3220	w40142
	o18746	w2294
	o12340	w38524
	o14860	w39499
	o9102	w12700
b2395	o15299	w6090
	o14689	w22555
	o18091	w6630
b2074	o5304	w4917
	o15225	w26606
b16251	o1300	w41165
	o4913	w28958
	o3382	w19106
	o9644	w10148
	o22204	w42999
	o10921	w36089
b16016	o13637	w40473
	o12603	w32675
	o6244	w13211
	o12439	w14867
b1616	o2429	w3366
	o21140	w39685
	o17139	w38331
	o21844	w6370
	o16680	w21510
	o11924	w32542
	o4416	w15887
b5916	o21894	w18064
	o21726	w28390
	o18499	w4752
	o8805	w4792
	o563	w43077
b1628	o8323	w3386
b633	o974	w622
	o6391	w15432
	o15419	w37405
	o7891	w3671
	o2380	w212
b4498	o20170	w12949
b841	o11645	w1225
	o11419	w18211
	o15564	w25566
b7565	o15790	w22786
b11985	o11277	w37158
	o5596	w313
	o5124	w26720
	o21040	w698
	o10528	w43026
	o14491	w9999
	o6596	w17964
	o17917	w40928
	o19236	w41631
	o2516	w16848
	o17414	w36898
	o12305	w39977
	o13707	w13042
	o19994	w13338
	o16034	w40426
	o13333	w30585
	o9445	w19868
	o9548	w31985
b5491	o18930	w16362
b8868	o1410	w26994
	o22673	w11369
	o6403	w18314
	o10443	w15831
b398	o966	w24404
	o19466	w1636
	o7629	w16221
	o8690	w18708
	o14795	w36625
b6284	o3773	w19111
	o19003	w33658
b14385	o528	w30592
	o21021	w31778
	o7007	w16389
	o7475	w19069
	o7091	w4106
	o2398	w578
	o10604	w18879
	o18087	w6163
	o1270	w33415
	o14543	w33737
	o15457	w31573
	o22965	w14154
	o17221	w15750
	o8357	w16940
	o506	w15623
	o11121	w10081
	o17758	w16952
b6663	o3152	w20176
	o15798	w25686
	o19104	w26433
	o5965	w27658
	o2505	w14954
	o12974	w6309
	o15173	w32448
b1122	o8220	w1880
	o18406	w42045
	o11569	w30635
b8219	o2074	w24919
	o17220	w15156
	o22652	w8956
	o702	w23984
	o5664	w12499
	o19705	w745
b11690	o8959	w36167
	o6500	w39416
b10011	o16211	w30691
b5118	o3734	w15116
	o206	w35342
	o1723	w42785
	o21444	w33990
	o7214	w9974
	o1023	w6916
b5608	o8355	w16780
	o1768	w10719
	o18995	w17240
	o15157	w26990
	o22993	w23721
b632	o9848	w621
	o15568	w27499
	o14170	w14536
	o17066	w3774
	o4412	w13400
b12139	o20367	w37596
b10386	o20317	w31807
	o7067	w33519
b16494	o6510	w42017
	o17803	w27521
	o22907	w41028
	o461	w33614
b5012	o2266	w14685
	o5050	w5892
	o7723	w10116
b1390	o2420	w2670
	o22771	w28714
	o7129	w18868
	o19597	w24569
b12896	o7540	w10414
	o1369	w16760
	o17498	w14321
	o14891	w41162
	o319	w5038
	o16088	w2922
	o22730	w21950
b9519	o11910	w28982
b13293	o8290	w15717
	o19243	w7723
b1608	o7886	w3338
b1918	o15711	w4372
	o11082	w4041
	o1078	w15443
	o11092	w5443
	o4077	w6035
	o16993	w25745
	o13738	w23391
	o10930	w40383
	o11567	w29312
	o8474	w4895
	o21135	w38515
b10157	o21253	w31088
	o6145	w26172
	o15755	w14765
	o22593	w40250
	o19861	w11462
	o903	w28208
	o6280	w36462
b6880	o8520	w20687
	o7579	w23611
	o11554	w19524
	o16170	w22039
b9703	o5245	w29583
	o7186	w35097
	o456	w32170
	o6811	w32910
	o633	w26856
	o22601	w42937
b1891	o5226	w4306
	o14346	w33944
	o10640	w29681
	o8106	w34765
	o6793	w19498
b8489	o21232	w25886
b16491	o13832	w41998
	o9034	w41110
b286	o2391	w9106
	o14773	w33239
	o9300	w14165
	o8484	w6359
	o14388	w12296
	o15844	w38189
b8100	o4440	w24581
	o20742	w25696
	o19170	w12886
	o20330	w33391
	o16683	w21743
	o8095	w33113
	o9603	w3418
b12228	o22002	w211
	o13164	w18196
	o12442	w15028
	o5618	w3630
	o9962	w19840
	o8565	w31254
	o5187	w23979
	o13206	w33402
	o4103	w18425
b12282	o8964	w837
	o17298	w19568
	o3591	w376
	o18034	w134
	o6173	w30051
	o16443	w13689
	o79	w14345
	o19612	w26000
	o4999	w40549
	o17012	w28731
	o21988	w35972
	o6601	w22498
	o18849	w39444
	o17956	w12684
	o15144	w23253
	o6784	w13431
	o10248	w17541
	o11343	w38268
	o7547	w30710
	o162	w28104
b10257	o21255	w31398
	o19936	w27809
	o18281	w34890
	o15637	w34280
 cowboy"	b10374	o22464
b6959	o9975	w20954
	o6265	w25227
	o17480	w1483
	o10971	w8604
	o12430	w14059
b14713	o9801	w36066
	o7554	w38691
	o10508	w38375
	o22542	w27838
	o3288	w4894
b14921	o15053	w39716
	o2860	w28113
	o22059	w40785
	o11887	w19397
b2270	o6653	w5605
b14380	o1267	w30558
b12068	o15825	w37348
	o18701	w33852
	o5956	w18195
	o11807	w40534
	o14602	w8254
	o889	w23307
	o13989	w37071
	o21448	w35028
	o12930	w10842
	o20788	w5168
	o2866	w29654
	o1674	w26712
	o11294	w6487
b12697	o6927	w7315
	o6801	w25205
b6318	o5361	w19210
	o6012	w1905
	o2818	w17442
	o897	w25011
	o18123	w10254
	o7784	w28503
	o8732	w12673
	o10934	w41732
	o10890	w21909
b6802	o18945	w20523
	o21767	w38048
b4502	o18544	w12958
	o5743	w25624
b12754	o8134	w8079
	o7102	w10478
	o8588	w37434
	o876	w15474
	o11529	w2214
	o5652	w8595
	o1676	w28639
b186	o21542	w259
	o14362	w37055
b15568	o21619	w39384
	o19768	w38112
b8305	o18627	w25313
	o84	w14966
	o15075	w42490
b8137	o19918	w24666
	o4101	w17481
	o10050	w33121
	o1242	w18004
	o22481	w34802
	o1416	w28905
	o9189	w26285
	o320	w5161
	o19212	w36559
	o19694	w36812
b2629	o3659	w6864
	o10458	w28138
	o750	w2133
	o9362	w41848
	o21344	w7055
	o18169	w16966
	o17755	w16151
	o21810	w1617
	o10762	w6940
	o9385	w768
	o4273	w14160
b4298	o6377	w12218
	o5465	w24405
	o16847	w4038
	o18673	w29877
	o554	w40702
	o22647	w7999
	o59	w10661
