movie_year	title	released	key_omdb
1941	mob town	3-Oct-41	o6167
1941	moods of the sea		o6168
1941	moonlight in hawaii	21-Nov-41	o6169
1941	more about nostradamus	18-Jan-41	o6170
1941	mountain moonlight	12-Jul-41	o6171
1941	mr. celebrity	10-Oct-41	o6172
1941	mr. district attorney in the carter case	18-Dec-41	o6173
1941	murder by invitation	30-Jun-41	o6174
1941	murder on lenox avenue		o6175
1941	murder with music		o6176
1941	my life with caroline	1-Aug-41	o6177
1941	never give a sucker an even break	10-Oct-41	o6178
1941	new york town	31-Oct-41	o6179
1941	nice girl?	21-Feb-41	o6180
1941	nine lives are not enough	20-Sep-41	o6181
1941	no hands on the clock	1-Dec-41	o6182
1941	norway in revolt	26-Sep-41	o6183
1941	notes to you	20-Sep-41	o6184
1941	of pups and puzzles	6-Sep-41	o6185
1941	officer pooch	6-Sep-41	o6186
1941	old macdonald duck	12-Sep-41	o6187
1941	one foot in heaven	1-Nov-41	o6188
1941	one night in lisbon	13-Jun-41	o6189
1941	outlaws of cherokee trail	10-Sep-41	o6190
1941	outlaws of the desert	1-Nov-41	o6191
1941	pacific blackout	31-Dec-41	o6192
1941	pals of the pecos	8-Apr-41	o6193
1941	pantry panic	24-Nov-41	o6194
1941	paper bullets	13-Jun-41	o6195
1941	parachute battalion	12-Sep-41	o6196
1941	passage from hong kong	1-Sep-41	o6197
1941	penny serenade	24-Apr-41	o6198
1941	petticoat politics	31-Jan-41	o6199
1941	pirates on horseback	23-May-41	o6200
1941	porky's bear facts	29-Mar-41	o6201
1941	porky's pooch	27-Dec-41	o6202
1941	porky's preview	19-Apr-41	o6203
1941	prairie pioneers	16-Feb-41	o6204
1941	private nurse	22-Aug-41	o6205
1941	rage in heaven	7-Mar-41	o6206
1941	raiders of the desert	18-Jul-41	o6207
1941	reaching for the sun	2-May-41	o6208
1941	remember the day	25-Dec-41	o6209
1941	repent at leisure	4-Apr-41	o6210
1941	ride on vaquero	18-Apr-41	o6211
1941	"ride, kelly, ride"	7-Feb-41	o6212
1941	riders of death valley	1-Jul-41	o6213
1941	riders of the timberline	17-Sep-41	o6214
1941	ringside maisie	1-Aug-41	o6215
1941	road to zanzibar	11-Apr-41	o6216
1941	roar of the press	18-Apr-41	o6217
1941	robbers of the range	18-Apr-41	o6218
1941	robin hood of the pecos	14-Jan-41	o6219
1941	robot wrecks	12-Jul-41	o6220
1941	rookies on parade	17-Apr-41	o6221
1941	saddle mountain roundup	29-Aug-41	o6222
1941	saddlemates	16-May-41	o6223
1941	sagebrush and silver	15-Aug-41	o6224
1941	sailors on leave	30-Sep-41	o6225
1941	scattergood baines	21-Feb-41	o6226
1941	scattergood meets broadway	22-Aug-41	o6227
1941	scattergood pulls the strings	23-May-41	o6228
1941	sea raiders	14-Oct-41	o6229
1941	secrets of the lone wolf	13-Nov-41	o6230
1941	shadow of the thin man	1-Nov-41	o6231
1941	shadows on the stairs	1-Mar-41	o6232
1941	she knew all the answers	14-May-41	o6233
1941	she's oil mine	20-Nov-41	o6234
1941	sheriff of tombstone	7-May-41	o6235
1941	shining victory	7-Jun-41	o6236
1941	sierra sue	12-Nov-41	o6237
1941	sing another chorus	19-Sep-41	o6238
1941	six lessons from madame la zonga	17-Jan-41	o6239
1941	six-gun gold	8-Aug-41	o6240
1941	sky raiders	8-Apr-41	o6241
1941	sleepers west	14-Mar-41	o6242
1941	so ends our night	27-Feb-41	o6243
1941	so long mr. chumps	7-Feb-41	o6244
1941	so you won't squawk?	21-Feb-41	o6245
1941	soldiers of the sky		o6246
1941	some more of samoa	4-Dec-41	o6247
1941	south of tahiti	17-Oct-41	o6248
1941	spooks run wild	24-Oct-41	o6249
1941	steel against the sky	13-Dec-41	o6250
1941	strange alibi	19-Apr-41	o6251
1941	sullivan's travels	6-Feb-42	o6252
1941	sun valley serenade	29-Aug-41	o6253
1941	sunset in wyoming	15-Jul-41	o6254
1941	swamp water	23-May-42	o6255
1941	swamp woman	5-Dec-41	o6256
1941	sweetheart of the campus	26-Jun-41	o6257
1941	tanks a million	12-Sep-41	o6258
1941	tarzan's secret treasure	1-Dec-41	o6259
1941	that hamilton woman	30-Apr-41	o6260
1941	that night in rio	11-Apr-41	o6261
1941	the art of self defense	26-Dec-41	o6262
1941	the art of skiing	14-Nov-41	o6263
1941	the bandit trail	10-Oct-41	o6264
1941	the big store	20-Jun-41	o6265
1941	the blonde from singapore	16-Oct-41	o6266
1941	the blood of jesus	26-Apr-41	o6267
1941	the body disappears	6-Dec-41	o6268
1941	the bride came c.o.d.	12-Jul-41	o6269
1941	the case of the black parrot	11-Jan-41	o6270
1941	the cowboy and the blonde	16-May-41	o6271
1941	the devil commands	3-Feb-41	o6272
1941	the devil pays off	10-Nov-41	o6273
1941	the devil and miss jones	11-Apr-41	o6274
1941	the flame of new orleans	25-Apr-41	o6275
1941	the forgotten village	18-Nov-41	o6276
1941	the gay falcon	24-Oct-41	o6277
1941	the gay parisian	2-Dec-41	o6278
1941	the gay vagabond	12-May-41	o6279
1941	the great american broadcast	9-May-41	o6280
1941	the great lie	12-Apr-41	o6281
1941	the great mr. nobody	15-Feb-41	o6282
1941	the hard-boiled canary	8-Jun-41	o6283
1941	the haunted mouse	15-Feb-41	o6284
1941	the henpecked duck	30-Aug-41	o6285
1941	the kid from kansas	19-Sep-41	o6286
1941	the lady eve	21-Mar-41	o6287
1941	the lady from cheyenne	11-Apr-41	o6288
1941	the little whirlwind	14-Feb-41	o6289
1941	the lone rider in frontier fury	8-Aug-41	o6290
1941	the mechanical monsters	21-Nov-41	o6291
1941	the medico of painted springs	26-Jun-41	o6292
1941	the men in her life	30-Oct-41	o6293
1941	the mexican spitfire's baby	28-Nov-41	o6294
1941	the midnight snack	2-Jun-41	o6295
1941	the miracle kid	14-Nov-41	o6296
1941	the monster and the girl	28-Feb-41	o6297
1941	the nifty nineties	20-Jun-41	o6298
1941	the nurse's secret	24-May-41	o6299
1941	the people vs. dr. kildare	2-May-41	o6300
1941	the perfect snob	19-Dec-41	o6301
1941	the pittsburgh kid	29-Aug-41	o6302
1941	the rookie bear	1-Nov-41	o6303
1941	the saint in palm springs	24-Jan-41	o6304
1941	the saint's vacation	9-May-41	o6305
1941	the screwdriver	11-Aug-41	o6306
1941	the shanghai gesture	15-Jan-42	o6307
1941	the singing hill	26-Apr-41	o6308
1941	the smiling ghost	6-Sep-41	o6309
1941	the spider returns	9-May-41	o6310
1941	the strawberry blonde	22-Feb-41	o6311
1941	the thrifty pig	19-Nov-41	o6312
1941	the wagons roll at night	25-Apr-41	o6313
1941	they dare not love	16-May-41	o6314
1941	they died with their boots on	1-Jan-42	o6315
1941	they meet again	11-Jul-41	o6316
1941	they met in argentina	25-Apr-41	o6317
1941	they met in bombay	27-Jun-41	o6318
1941	thieves fall out	3-May-41	o6319
1941	this woman is mine	22-Aug-41	o6320
1941	three girls about town	23-Oct-41	o6321
1941	three sons o' guns	2-Aug-41	o6322
1941	time out for rhythm	5-Jun-41	o6323
1941	tonto basin outlaws	10-Oct-41	o6324
1941	too many blondes	1-Aug-41	o6325
1941	topper returns	21-Mar-41	o6326
1941	truant officer donald	1-Aug-41	o6327
1941	twilight on the trail	29-Sep-41	o6328
1941	two gun sheriff	10-Apr-41	o6329
1941	two in a taxi	10-Jul-41	o6330
1941	two-faced woman	2-Mar-42	o6331
1941	uncle joe		o6332
1941	under fiesta stars	25-Aug-41	o6333
1941	underground rustlers	21-Nov-41	o6334
1941	unexpected uncle	7-Nov-41	o6335
1941	unholy partners	1-Nov-41	o6336
1941	washington melodrama	18-Apr-41	o6337
1941	we go fast	19-Sep-41	o6338
1941	"we, the animals - squeak!"	9-Aug-41	o6339
1941	wedding worries	13-Dec-41	o6340
1941	week-end in havana	17-Oct-41	o6341
1941	weekend for three	12-Dec-41	o6342
1941	west point widow	20-Jun-41	o6343
1941	west of cimarron	15-Dec-41	o6344
1941	where did you get that girl?	3-Jan-41	o6345
1941	wide open town	8-Aug-41	o6346
1941	wild geese calling	15-Aug-41	o6347
1941	women in defense	24-Dec-41	o6348
1941	wyoming wildcat	6-Jan-41	o6349
1941	ye olde minstrels	18-Mar-41	o6350
1941	you'll never get rich	25-Sep-41	o6351
1941	you're in the army now	25-Dec-41	o6352
1941	zis boom bah	7-Nov-41	o6353
1997	'til there was you	30-May-97	o6354
1997	4 little girls	9-Jul-97	o6355
1997	8 heads in a duffel bag	18-Apr-97	o6356
1997	a better place	1-Sep-97	o6357
1997	a gun for jennifer	14-Jan-98	o6358
1997	a life apart: hasidism in america	1-Nov-97	o6359
1997	a life less ordinary	24-Oct-97	o6360
1997	a match made in heaven	27-Apr-97	o6361
1997	a simple wish	11-Jul-97	o6362
1997	"a, b, c... manhattan"	14-May-97	o6363
1997	air bud	1-Aug-97	o6364
1997	alien: resurrection	26-Nov-97	o6365
1997	allie & me	1-Oct-97	o6366
1997	american perfekt	11-Sep-97	o6367
1997	an act of conscience	15-Apr-97	o6368
1997	an american werewolf in paris	25-Dec-97	o6369
1997	as good as it gets	25-Dec-97	o6370
1997	austin powers: international man of mystery	2-May-97	o6371
1997	b*a*p*s	28-Mar-97	o6372
1997	below utopia	26-Sep-97	o6373
1997	best men	17-Oct-97	o6374
1997	beverly hills ninja	17-Jan-97	o6375
1997	black scorpion ii: aftershock	13-May-97	o6376
1997	boogie nights	31-Oct-97	o6377
1997	booty call	26-Feb-97	o6378
1997	boys life 2	7-Mar-97	o6379
1997	breast men	13-Dec-97	o6380
1997	broadway damage	19-May-98	o6381
1997	bugged	9-Dec-97	o6382
1997	buried alive ii	18-Jun-97	o6383
1997	camp stories	18-Apr-97	o6384
1997	casper: a spirited beginning	9-Sep-97	o6385
1997	cats don't dance	26-Mar-97	o6386
1997	chasing amy	18-Apr-97	o6387
1997	chicago cab	2-Oct-98	o6388
1997	chinese box	17-Apr-98	o6389
1997	cold around the heart	7-Nov-97	o6390
1997	colin fitz lives!		o6391
1997	colors straight up	1-Nov-97	o6392
1997	commingled containers	11-Apr-04	o6393
1997	common bonds		o6394
1997	con air	6-Jun-97	o6395
1997	cop land	15-Aug-97	o6396
1997	cutting moments	8-Nov-97	o6397
1997	dante's peak	7-Feb-97	o6398
1997	darkdrive	18-Aug-98	o6399
1997	deconstructing harry	2-Jan-98	o6400
1997	detention: the siege at johnson high	19-May-97	o6401
1997	don king: only in america	15-Nov-97	o6402
1997	doomsday rock	24-Aug-97	o6403
1997	dream with the fishes	20-Jun-97	o6404
1997	elvis meets nixon	10-Aug-97	o6405
1997	eve's bayou	7-Nov-97	o6406
1997	every 9 seconds	12-Oct-97	o6407
1997	face/off	27-Jun-97	o6408
1997	family video diaries: daughter of the bride	5-Nov-97	o6409
1997	"fast, cheap & out of control"	3-Oct-97	o6410
1997	first time felon	6-Sep-97	o6411
1997	for richer or poorer	12-Dec-97	o6412
1997	full tilt boogie	31-Jul-98	o6413
1997	future war	28-Jan-97	o6414
1997	g.i. jane	22-Aug-97	o6415
1997	gang related	8-Oct-97	o6416
1997	gattaca	24-Oct-97	o6417
1997	geri's game	25-Nov-97	o6418
1997	going all the way	19-Sep-97	o6419
1997	good burger	25-Jul-97	o6420
1997	good will hunting	9-Jan-98	o6421
1997	goodbye america	20-Aug-97	o6422
1997	gridlock'd	29-Jan-97	o6423
1997	grosse pointe blank	11-Apr-97	o6424
1997	gummo	24-Nov-97	o6425
1997	guns of el chupacabra	20-Apr-97	o6426
1997	hands on a hard body: the documentary	10-Jul-98	o6427
1997	hang your dog in the wind	15-Jan-97	o6428
