index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer,actor_clean,director_clean,writer_clean,distributor_clean,composer_clean,cinematographer_clean,producer_clean,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
6515,,w40878,,walter wanger's vogues of 1938,,1048435.0,1089956.0,0.03960283660885034,,,,,,,,,"""[Otho Lovering, Dorothy Spencer]""",[Walter Wanger Productions],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6516,,w40889,,wanderlust (2012 film),,35000000.0,24200000.0,-0.3085714285714285,,,,,,,,,"""[David Moritz, Robert Nassau]""","""[A Hot Dog Productions, Apatow Productions, Relativity Media]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6517,,w40895,,wanted (2008 film),,75.0,341400000.0,4551999.0,,,,,,,,,[David Brenner],"""[Spyglass Entertainment, Relativity Media, Marc Platt Productions, Kickstart Productions, Top Cow Productions]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6518,,w40903,,war (2007 film),,25000000.0,40452643.0,0.61810572,,,,,,,,,[Scott Richter],"""[Lionsgate, Firerce Entertainment, Mosaic Media Group]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6519,,w40905,,war and peace (1956 film),,6000000.0,6250000.0,0.041666666666666664,,,,,,,,,[Leo Cattozzo],[Ponti-De Laurentiis Cinematografica],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6520,,w40918,,war dogs (2016 film),,40000000.0,86200000.0,1.155,,,,,,,,,[Jeff Groth],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6521,b16163,w40923,,war horse ,2011,66000000.0,177600000.0,1.690909090909091,2011-12-25 00:00:00,12.0,4.0,359.0,52.0,1.0,146.0,3.0,[Michael Kahn],"""[Touchstone Pictures, DreamWorks Pictures, Reliance Entertainment, Amblin Entertainment, The Kennedy/Marshall Company]""","""['Benedict Cumberbatch', 'Tom Hiddleston', 'David Thewlis', 'Emily Watson']""",['Steven Spielberg'],,Buena Vista,['John Williams'],[Janusz KaminÌski],['Steven Spielberg'],"['Benedict Cumberbatch', 'Tom Hiddleston', 'David Thewlis', 'Emily Watson']",['Steven Spielberg'],[''],['Buena Vista'],['John Williams'],['Janusz KaminÌ\x81ski'],['Steven Spielberg'],11414769.693264788,251.92166901470875,0.0,9337938.263981039,447.2795057076927,58.994529600767315,221.8231860204891
6522,b16174,w40933,,war of the worlds (2005 film),2005,132000000.0,704000000.0,4.333333333333333,2005-06-29 00:00:00,6.0,2.0,180.0,26.0,1.0,116.0,3.0,[Michael Kahn],"""[Amblin Entertainment, Cruise/Wagner Productions]""","""['Amy Ryan*', 'Tom Cruise', 'Dakota Fanning', 'Tim Robbins']""",['Steven Spielberg'],['David Koepp'],Paramount,['John Williams'],[Janusz KaminÌski],"""['Kathleen Kennedy', 'Paula Wagner', 'Colin Wilson']""","['Amy Ryan', 'Tom Cruise', 'Dakota Fanning', 'Tim Robbins']",['Steven Spielberg'],['David Koepp'],['Paramount'],['John Williams'],['Janusz KaminÌ\x81ski'],"['Kathleen Kennedy', 'Paula Wagner', 'Colin Wilson']",364.82754685138485,251.92166901470875,31.903897784524723,10229619.047976788,447.2795057076927,58.994529600767315,269.60315626596196
6523,b16168,w40940,,war room ,2015,3000000.0,73700000.0,23.566666666666666,2015-08-28 00:00:00,8.0,3.0,240.0,34.0,0.0,120.0,2.0,"""[Steve Hullfish, Alex Kendrick]""",,,['Alex Kendrick'],,TriStar,[Paul Mills],[Bob M. Scott],"""[Stephen Kendrick, Gary Wheeler]""",[''],['Alex Kendrick'],[''],['TriStar'],['Paul Mills'],['Bob M. Scott'],"['Stephen Kendrick', 'Gary Wheeler']",0.0,207.20596116666667,0.0,3527374.869952258,22.578528281164196,23.566666666666666,230.77262783333333
6524,b16181,w40950,,warcraft ,2016,160000000.0,433700000.0,1.710625,2016-06-10 00:00:00,6.0,2.0,162.0,23.0,0.0,123.0,3.0,[Paul Hirsch],"""[Legendary Pictures, Blizzard Entertainment, Atlas Entertainment, Tencent Pictures, Taine Entertainment Corporation, Huayi Brothers]""","""['Ben Foster', 'Paula Patton', 'Dominic Cooper', 'Toby Kebbell']""",['Duncan Jones'],"""['Duncan Jones', 'Charles Leavitt']""",Universal,[Ramin Djawadi],[Simon Duggan],"""['Jon Jashni', 'Charles Roven', 'Thomas Tull']""","['Ben Foster', 'Paula Patton', 'Dominic Cooper', 'Toby Kebbell']",['Duncan Jones'],"['Duncan Jones', 'Charles Leavitt']",['Universal'],['Ramin Djawadi'],['Simon Duggan'],"['Jon Jashni', 'Charles Roven', 'Thomas Tull']",50.3034264144435,5.31375,3.258386994146768,5289808.384345475,17.391569344130694,3758012.581886009,3493303.721754442
6525,b16180,w40952,o22455,wargames,1983,12000000.0,79600000.0,5.633333333333334,1983-06-03 00:00:00,6.0,2.0,154.0,22.0,1.0,114.0,2.0,[Tom Rolf],"""[United Artists, UAA Films, Sherwood Productions]""",['Matthew Broderick'],John Badham,,MGM,[Arthur B. Rubinstein],[William A. Fraker],"""[Leonard Goldberg, Rich Hashimoto, Harold K. Schneider, Bruce McNall]""",['Matthew Broderick'],['John Badham'],[''],['MGM'],['Arthur B. Rubinstein'],['William A. Fraker'],"['Leonard Goldberg', 'Rich Hashimoto', 'Harold K. Schneider', 'Bruce McNall']",26.949072679461374,73.31131390078941,0.0,1642114.0117335503,7.0321254004662,4424628.947127884,22.807673798363858
6526,b16183,w40957,o19160,warlock: the armageddon,1993,3000000.0,3900000.0,0.3,1993-09-24 00:00:00,9.0,3.0,267.0,38.0,0.0,98.0,4.0,"""[Christopher Cibelli, James D.R. Hickox]""",,Julian Sands|Chris Young|Paula Marshall|Joanna Pacula,Anthony Hickox,,Trimark,[Mark McKenzie],[Gerry Lively],"""[Peter Abrams, Robert L. Levy]""","['Julian Sands', 'Chris Young', 'Paula Marshall', 'Joanna Pacula']",['Anthony Hickox'],[''],['Trimark'],['Mark McKenzie'],['Gerry Lively'],"['Peter Abrams', 'Robert L. Levy']",1.2,0.3,0.0,3.6749635083333327,1.6010068815789482,0.19084616666666654,86.0275945622833
6527,b16185,w40960,,warm bodies ,2013,35000000.0,117000000.0,2.342857142857143,2013-02-01 00:00:00,2.0,1.0,32.0,4.0,0.0,97.0,3.0,[Nancy Richardson],[Mandeville Films],"""['Nicholas Hoult', 'Teresa Palmer', 'Analeigh Tipton', 'Rob Corddry', 'Dave Franco', 'John Malkovich']""",['Jonathan Levine'],['Jonathan Levine'],Lionsgate/Summit,['Marco Beltrami'],[Javier Aguirresarobe],"""['David Hoberman', 'Bruna Papandrea']""","['Nicholas Hoult', 'Teresa Palmer', 'Analeigh Tipton', 'Rob Corddry', 'Dave Franco', 'John Malkovich']",['Jonathan Levine'],['Jonathan Levine'],['Lionsgate/Summit'],['Marco Beltrami'],['Javier Aguirresarobe'],"['David Hoberman', 'Bruna Papandrea']",2600.582126540723,4.958857142857143,3.438857142857143,88.6303855985223,6374108.080499868,41.09885056140505,3671143.683988863
6528,,w40973,,warrior (2011 film),,25000000.0,23100000.0,-0.076,,,,,,,,,"""[John Gilroy, Sean Albertson, Matt Chesse, Aaron Marshall]""",,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6529,b16194,w40981,o6538,warriors of virtue,1997,35000000.0,6524620.0,-0.8135822857142857,1997-05-02 00:00:00,5.0,2.0,122.0,17.0,0.0,101.0,2.0,[David Wu],"""[China Film Co-Production Corporation, Law Brothers Entertainment]""","""['Angus Macfadyen', 'Mario Yedidia']""",['Ronny Yu'],,MGM,[Don Davis],[Peter Pau],"""[Ronald Law, Dennis K. Law, Christopher Law, Jeremy Law, Patricia Ruben]""","['Angus Macfadyen', 'Mario Yedidia']",['Ronny Yu'],[''],['MGM'],['Don Davis'],['Peter Pau'],"['Ronald Law', 'Dennis K. Law', 'Christopher Law', 'Jeremy Law', 'Patricia Ruben']",13.852835428571428,0.21441771428571432,0.0,1642114.0117335503,5843320.446095556,12.041193580371917,-4.067911428571429
6530,b16201,w40991,,washington square ,1997,15000000.0,1900000.0,-0.8733333333333333,1997-10-05 00:00:00,10.0,4.0,278.0,40.0,0.0,116.0,2.0,[David Siegel],,"""['Ben Chaplin', 'Albert Finney', 'Jennifer Garner*', 'Maggie Smith']""",,,Buena Vista,[Jan A.P. Kaczmarek],[Jerzy Zielinski],['Roger Birnbaum'],"['Ben Chaplin', 'Albert Finney', 'Jennifer Garner', 'Maggie Smith']",[''],[''],['Buena Vista'],['Jan A.P. Kaczmarek'],['Jerzy Zielinski'],['Roger Birnbaum'],35600049.51341097,0.0,0.0,9337938.263981039,-1.2061082333333333,12.494284296214897,2645892.0403036
6531,,w40992,o8682,washington story,1952,1419000.0,684000.0,-0.5179704016913319,2052-07-18 00:00:00,7.0,3.0,200.0,28.0,0.0,,,[],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6532,,w41003,,watch the birdie (1950 film),,996000.0,1844000.0,0.8514056224899599,,,,,,,,,[],[Metro-Goldwyn-Mayer],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6533,b16207,w41014,,watchmen ,2009,130000000.0,185300000.0,0.42538461538461536,2009-03-06 00:00:00,3.0,1.0,65.0,9.0,0.0,163.0,4.0,[William Hoy],"""[Legendary Pictures, DC Comics, Lawrence Gordon Productions]""","""['Carla Gugino', 'Malin Akerman', 'Billy Crudup', 'Matthew Goode', 'Jackie Earle Haley', 'Jeffrey Dean Morgan', 'Patrick Wilson']""",['Zack Snyder'],"""['David Hayter', 'Alex Tse']""",Warner Bros.,['Tyler Bates'],['Larry Fong'],"""['Lawrence Gordon', 'Lloyd Levin', 'Deborah Snyder', 'Thomas Tull']""","['Carla Gugino', 'Malin Akerman', 'Billy Crudup', 'Matthew Goode', 'Jackie Earle Haley', 'Jeffrey Dean Morgan', 'Patrick Wilson']",['Zack Snyder'],"['David Hayter', 'Alex Tse']",['Warner Bros.'],['Tyler Bates'],['Larry Fong'],"['Lawrence Gordon', 'Lloyd Levin', 'Deborah Snyder', 'Thomas Tull']",1611054.0018647898,3493205.083985043,5.556435897435898,15505963.552973289,23.65690962638201,3493205.1114747054,3493301.638035203
6534,b16212,w41022,,water for elephants ,2011,38000000.0,117100000.0,2.081578947368421,2011-04-22 00:00:00,4.0,2.0,112.0,16.0,0.0,120.0,3.0,[Alan Edward Bell],"""[Fox 2000 Pictures, 3 Arts Entertainment, Flashpoint Entertainment, Dune Entertainment, Ingenious Media, Big Screen Productions]""","""['Reese Witherspoon', 'Robert Pattinson', 'Christoph Waltz', 'James Frain', 'Hal Holbrook']""",['Francis Lawrence'],['Richard LaGravenese'],Fox,['James Newton Howard'],[Rodrigo Prieto],['Erwin Stoff'],"['Reese Witherspoon', 'Robert Pattinson', 'Christoph Waltz', 'James Frain', 'Hal Holbrook']",['Francis Lawrence'],['Richard LaGravenese'],['Fox'],['James Newton Howard'],['Rodrigo Prieto'],['Erwin Stoff'],89.97625273982548,13.42617563555038,19.10621120204218,13539473.716561431,1875528.6496372758,37.00668399365182,46.36894596306643
6535,b16216,w41042,,waterloo bridge (1940 film),1940,1164000.0,1250000.0,0.07388316151202749,2040-05-17 00:00:00,5.0,2.0,138.0,20.0,0.0,108.0,6.0,,,"""['Vivien Leigh', 'Robert Taylor', 'Lucile Watson', 'Virginia Field', 'Maria Ouspenskaya', 'C. Aubrey Smith']""",['Mervyn LeRoy'],"""['S.N. Behrman', 'George Froeschel', 'Hans Rameau']""",MGM,['Herbert Stothart'],['Joseph Ruttenberg'],['Sidney Franklin'],"['Vivien Leigh', 'Robert Taylor', 'Lucile Watson', 'Virginia Field', 'Maria Ouspenskaya', 'C. Aubrey Smith']",['Mervyn LeRoy'],"['S.N. Behrman', 'George Froeschel', 'Hans Rameau']",['MGM'],['Herbert Stothart'],['Joseph Ruttenberg'],['Sidney Franklin'],9.618470342565928,3.373086360362927,0.7153665497975336,1642114.0117335503,18.59626012222684,4.209050090069535,2.90333321332782
6536,b16219,w41048,o20797,waterworld,1995,172000000.0,264200000.0,0.5360465116279071,1995-07-28 00:00:00,7.0,3.0,209.0,30.0,0.0,135.0,3.0,[Peter Boyle],"""[Gordon Company, Davis Entertainment, Licht/Mueller Film Corporation]""","""['Jack Black*', 'Kevin Costner']""","""['Kevin Costner', 'Kevin Reynolds']""",['David Twohy'],Universal,['James Newton Howard'],[Dean Semler],"""['Kevin Costner', 'John Davis', 'Lawrence Gordon']""","['Jack Black', 'Kevin Costner']","['Kevin Costner', 'Kevin Reynolds']",['David Twohy'],['Universal'],['James Newton Howard'],['Dean Semler'],"['Kevin Costner', 'John Davis', 'Lawrence Gordon']",7164404.931842111,25.87886708602638,1102858.3232937707,5289808.384345475,1875528.6496372758,65.42244773057591,90.91323810401721
6537,,w41050,,watusi ,,485000.0,1545000.0,2.185567010309278,,,,,,,,,[William B. Gulick],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6538,b16221,w41059,,waxwork ,1988,1500000.0,808114.0,-0.4612573333333334,1988-06-17 00:00:00,6.0,2.0,169.0,24.0,0.0,,4.0,[Christopher Cibelli],[],,,,Vestron,[Roger Bellon],[Gerry Lively],[Staffan Ahrenberg],[''],[''],[''],['Vestron'],['Roger Bellon'],['Gerry Lively'],['Staffan Ahrenberg'],0.0,0.0,0.0,30.656917223809526,-0.4612573333333334,0.19084616666666654,-0.4612573333333334
6539,,w41063,o10984,way down east,1920,700000.0,4500000.0,5.428571428571429,2020-09-03 00:00:00,9.0,3.0,247.0,35.0,0.0,145.0,6.0,,,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6540,,w41069,o8684,way of a gaucho,1952,2239000000.0,1400000.0,-0.9993747208575255,2052-10-16 00:00:00,10.0,4.0,290.0,41.0,0.0,,,[Robert Fritch],[20th Century Fox],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6541,,w41084,,way out west (1930 film),,413000.0,497000.0,0.2033898305084746,,,,,,,,,"""[Jerome Thoms, William S. Gray]""",[Metro-Goldwyn-Mayer],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6542,b16223,w41095,,wayne's world ,1992,20000000.0,183100000.0,8.155,1992-02-14 00:00:00,2.0,1.0,45.0,6.0,1.0,95.0,3.0,[Malcolm Campbell],[NBC Films],"""['Mike Myers', 'Dana Carvey', 'Rob Lowe', 'Chris Farley*']""",['Penelope Spheeris'],,Paramount,[J. Peter Robinson],['Theo Van de Sande'],['Lorne Michaels'],"['Mike Myers', 'Dana Carvey', 'Rob Lowe', 'Chris Farley']",['Penelope Spheeris'],[''],['Paramount'],['J. Peter Robinson'],['Theo Van de Sande'],['Lorne Michaels'],5574911.452208199,7.7608125999999995,0.0,10229619.047976788,21.854816284268544,17.92338211116393,1047514.8583688419
6543,b16224,w41096,o19161,wayne's world 2,1993,40000000.0,48200000.0,0.205,1993-12-10 00:00:00,12.0,4.0,344.0,49.0,0.0,95.0,3.0,[Malcolm Campbell],[NBC Films],"""['Mike Myers', 'Dana Carvey', 'Christopher Walken', 'Kim Basinger', 'Drew Barrymore*', 'Chris Farley*']""",Stephen Surjik,,Paramount,['Carter Burwell'],[Francis Kenny],['Lorne Michaels'],"['Mike Myers', 'Dana Carvey', 'Christopher Walken', 'Kim Basinger', 'Drew Barrymore', 'Chris Farley']",['Stephen Surjik'],[''],['Paramount'],['Carter Burwell'],['Francis Kenny'],['Lorne Michaels'],12110184.90084114,0.205,0.0,10229619.047976788,2444505.313570383,37.65126689449727,1047514.8583688419
6544,b16227,w41107,o20603,we are marshall,2006,65000000.0,43500000.0,-0.3307692307692308,2006-12-22 00:00:00,12.0,4.0,356.0,51.0,1.0,131.0,2.0,"""[Priscilla Nedd-Friendly, Gregg London]""","""[Legendary Pictures, Thunder Road Pictures, Wonderland Sound and Vision]""","""['Matthew McConaughey', 'Matthew Fox', 'Anthony Mackie', 'David Strathairn', 'Ian McShane', 'Kate Mara', 'January Jones', 'Robert Patrick']""",['McG'],"""['Jamie Linden', 'Cory Helms ']""",Warner Bros.,['Christophe Beck'],['Shane Hurlbut'],"""['Basil Iwanyk', 'McG', 'Scott Mednick', 'Thomas Tull']""","['Matthew McConaughey', 'Matthew Fox', 'Anthony Mackie', 'David Strathairn', 'Ian McShane', 'Kate Mara', 'January Jones', 'Robert Patrick']",['McG'],"['Jamie Linden', 'Cory Helms ']",['Warner Bros.'],['Christophe Beck'],['Shane Hurlbut'],"['Basil Iwanyk', 'McG', 'Scott Mednick', 'Thomas Tull']",2648.2773884554636,5.906105616605618,-0.6615384615384616,15505963.552973289,10357602.803421363,3.885686029337329,68.03902379218036
6545,b16232,w41116,,we are your friends ,2015,2.0,11100000.0,5549999.0,2015-08-28 00:00:00,8.0,3.0,240.0,34.0,0.0,96.0,4.0,"""[Terel Gibson, David Diliberto]""",,"""['Zac Efron', 'Emily Ratajkowski', 'Wes Bentley', 'Jon Bernthal']""",,,Warner Bros.,,[Brett Pawlak],"""['Tim Bevan', 'Eric Fellner']""","['Zac Efron', 'Emily Ratajkowski', 'Wes Bentley', 'Jon Bernthal']",[''],[''],['Warner Bros.'],[''],['Brett Pawlak'],"['Tim Bevan', 'Eric Fellner']",22200058.965260003,0.0,0.0,15505963.552973289,0.0,5549999.6875,11100092.534442324
6546,b16236,w41122,o22202,we don't live here anymore,2004,3000000.0,2037545.0,-0.3208183333333333,2004-08-13 00:00:00,8.0,3.0,226.0,32.0,0.0,101.0,4.0,[Alexandre De Franceschi],[Front Street Pictures],"""['Mark Ruffalo', 'Laura Dern', 'Peter Krause', 'Naomi Watts']""",['John Curran'],,Warner Independent,[Michael Convertino],[Maryse Alberti],"""[Harvey Kahn, Jonas Goodman, Naomi Watts]""","['Mark Ruffalo', 'Laura Dern', 'Peter Krause', 'Naomi Watts']",['John Curran'],[''],['Warner Independent'],['Michael Convertino'],['Maryse Alberti'],"['Harvey Kahn', 'Jonas Goodman', 'Naomi Watts']",1100076.4255835186,0.061102955326460484,0.0,5.235977745711488,27.488751364772725,16.027086041847042,-1.9510235
6547,b16240,w41132,,we need to talk about kevin ,2011,7000000.0,10800000.0,0.5428571428571428,2011-12-09 00:00:00,12.0,4.0,343.0,49.0,0.0,112.0,4.0,[Joe Bini],,"""['Tilda Swinton', 'John C. Reilly', 'Ezra Miller']""",['Lynne Ramsay'],"""['Rory Kinnear', 'Lynne Ramsay']""",Oscilloscope Pictures,['Jonny Greenwood'],[Seamus McGarvey],"""['Jennifer Fox', 'Lynne Ramsay']""","['Tilda Swinton', 'John C. Reilly', 'Ezra Miller']",['Lynne Ramsay'],"['Rory Kinnear', 'Lynne Ramsay']",['Oscilloscope Pictures'],['Jonny Greenwood'],['Seamus McGarvey'],"['Jennifer Fox', 'Lynne Ramsay']",2855803.2841083053,0.5428571428571428,1.0857142857142856,3.8095238095238093,2.3258571428571426,24.859008468064502,18.69349402568426
6548,b16241,w41134,,we own the night ,2007,21000000.0,54926886.0,1.615566,2007-10-12 00:00:00,10.0,4.0,285.0,40.0,1.0,117.0,4.0,[John Axelrad],[2929 Productions],"""['Joaquin Phoenix', 'Mark Wahlberg', 'Robert Duvall', 'Eva Mendes']""",['James Gray'],['James Gray'],Sony / Columbia,[Wojciech Kilar],[JoaquiÌn Baca-Asay],"""['Mark Wahlberg', 'Nick Wechsler']""","['Joaquin Phoenix', 'Mark Wahlberg', 'Robert Duvall', 'Eva Mendes']",['James Gray'],['James Gray'],['Sony / Columbia'],['Wojciech Kilar'],['JoaquiÌ\x81n Baca-Asay'],"['Mark Wahlberg', 'Nick Wechsler']",124.84329637499977,0.6526223333333334,0.6526223333333334,10323350.972545363,6.5499081052631585,19.865566,67.55991255205755
6549,,w41141,,we were dancing ,,1085000.0,1079000.0,-0.0055299539170506895,,,,,,,,,[George Boemler],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6550,b16245,w41143,o16416,we were soldiers,2002,75000000.0,114660784.0,0.5288104533333333,2002-03-01 00:00:00,3.0,1.0,60.0,8.0,0.0,138.0,4.0,[William Hoy],[Icon Productions],"""['Mel Gibson', 'Madeleine Stowe', 'Greg Kinnear', 'Sam Elliott', 'Chris Klein', 'Keri Russell', 'Barry Pepper', 'Jon Hamm*', 'Clark Gregg*']""",['Randall Wallace'],['Randall Wallace'],Paramount,[],[Dean Semler],['Randall Wallace'],"['Mel Gibson', 'Madeleine Stowe', 'Greg Kinnear', 'Sam Elliott', 'Chris Klein', 'Keri Russell', 'Barry Pepper', 'Jon Hamm', 'Clark Gregg']",['Randall Wallace'],['Randall Wallace'],['Paramount'],[''],['Dean Semler'],['Randall Wallace'],5575012.697714657,12.921905691428572,13.628954898665954,10229619.047976788,0.0,65.42244773057591,7.155263878879044
6551,,w41147,o12665,we who are young,1940,362000.0,433000.0,0.19613259668508287,2040-07-19 00:00:00,7.0,3.0,201.0,29.0,0.0,80.0,,[Howard O'Neill],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6552,b16251,w41165,o1300,we're the millers,2013,37000000.0,270000000.0,6.297297297297297,2013-08-07 00:00:00,8.0,3.0,219.0,31.0,0.0,110.0,4.0,[Michael L. Sale],"""[New Line Cinema, Newman, Tooley Films, Slap Happy Productions, Heyday Films, Benderspink]""","""['Jason Sudeikis', 'Jennifer Aniston', 'Ed Helms', 'Will Poulter', 'Emma Roberts']""",['Rawson Marshall Thurber'],,Warner Bros. (New Line),"""['Ludwig Goransson', 'Theodore Shapiro']""",[Barry Peterson],"""['Chris Bender', 'J.C. Spink', 'Tucker Tooley']""","['Jason Sudeikis', 'Jennifer Aniston', 'Ed Helms', 'Will Poulter', 'Emma Roberts']",['Rawson Marshall Thurber'],[''],['Warner Bros. (New Line)'],"['Ludwig Goransson', 'Theodore Shapiro']",['Barry Peterson'],"['Chris Bender', 'J.C. Spink', 'Tucker Tooley']",122.36886985096677,13.682297297297296,0.0,572.5899426682522,75.5784510066378,9.421338047897464,77418.90950986608
6553,,w41166,o14488,we've never been licked,1943,918175.0,1109186.0,0.20803332698015084,2043-08-30 00:00:00,8.0,3.0,242.0,35.0,0.0,103.0,,[Philip Cahn],[Walter Wanger Productions],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6554,b16257,w41193,o18512,wedding crashers,2005,40000000.0,285200000.0,6.13,2005-07-15 00:00:00,7.0,3.0,196.0,28.0,0.0,119.0,4.0,[Mark Livolsi],[Tapestry Films],"""['Owen Wilson', 'Vince Vaughn', 'Rachel McAdams', 'Christopher Walken', 'Isla Fisher', 'Jane Seymour', 'Bradley Cooper', 'Will Ferrell*']""",['David Dobkin'],,New Line,['Rolfe Kent'],[Julio Macat],['Andrew Panay'],"['Owen Wilson', 'Vince Vaughn', 'Rachel McAdams', 'Christopher Walken', 'Isla Fisher', 'Jane Seymour', 'Bradley Cooper', 'Will Ferrell']",['David Dobkin'],[''],['New Line'],['Rolfe Kent'],['Julio Macat'],['Andrew Panay'],28733085.211208384,6.550923076923077,0.0,238.70922000901982,41.315493697747684,70.25389019378693,11.411220016043956
6555,b16265,w41226,o15966,weekend at bernie's,1989,15000000.0,30218387.0,1.0145591333333333,1989-07-07 00:00:00,7.0,3.0,188.0,27.0,1.0,97.0,3.0,[Joan E. Chapman],[Gladden Entertainment],Andrew McCarthy|Jonathan Silverman|Catherine Mary Stewart|Terry Kiser,Ted Kotcheff,,Fox,[Andy Summers],[FrancÌ§ois Protat],[Victor Drai],"['Andrew McCarthy', 'Jonathan Silverman', 'Catherine Mary Stewart', 'Terry Kiser']",['Ted Kotcheff'],[''],['Fox'],['Andy Summers'],['FrancÌ§ois Protat'],['Victor Drai'],28.870862733333333,7.841752063157895,0.0,13539473.716561431,4.452718061904762,0.49508539649122796,0.5548973208333332
6556,b16266,w41227,o19162,weekend at bernie's ii,1993,7000000.0,12741891.0,0.8202701428571428,1993-07-09 00:00:00,7.0,3.0,190.0,27.0,1.0,97.0,2.0,[Peck Prior],,Andrew McCarthy|Jonathan Silverman|Terry Kiser|Troy Byer,Robert Klane,,TriStar,[Peter Wolf],[Edward Morey III],['Don Carmody'],"['Andrew McCarthy', 'Jonathan Silverman', 'Terry Kiser', 'Troy Byer']",['Robert Klane'],[''],['TriStar'],['Peter Wolf'],['Edward Morey III'],['Don Carmody'],9.105145171428571,0.8202701428571428,0.0,3527374.869952258,0.8202701428571428,0.8202701428571428,12.931449265627936
6557,b16269,w41237,,weird science ,1985,7500000.0,38900000.0,4.1866666666666665,1985-08-02 00:00:00,8.0,3.0,214.0,30.0,0.0,94.0,3.0,"""[Chris Lebenzon, Mark Warner]""","""[Silver Pictures, Hughes Entertainment]""","""['Anthony Michael Hall', 'Bill Paxton']""",['John Hughes'],['John Hughes'],Universal,[Ira Newborn],[Matthew F. Leonetti],['Joel Silver'],"['Anthony Michael Hall', 'Bill Paxton']",['John Hughes'],['John Hughes'],['Universal'],['Ira Newborn'],['Matthew F. Leonetti'],['Joel Silver'],71.51288057016032,73.69302740937223,123.13469294782605,5289808.384345475,35.38462310735275,48.97951554458041,6461827.05748964
6558,,w41242,o16162,welcome danger,1929,979828.0,3000000.0,2.0617618602448595,2029-10-12 00:00:00,10.0,4.0,285.0,40.0,0.0,,,"""[Bernard W. Burton, Carl Himm]""",[Harold Lloyd Corporation],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6559,,w41245,,welcome home (1989 film),,16000000.0,1048322.0,-0.934479875,,,,,,,,,[Robert Swink],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6560,b16273,w41246,o16871,welcome home roscoe jenkins,2008,35000000.0,43650785.0,0.2471652857142857,2008-02-08 00:00:00,2.0,1.0,39.0,5.0,0.0,114.0,3.0,"""[George Bowers, Paul Millspaugh]""","""[Spyglass Entertainment, Runteldat Entertainment]""","""['Michael Clarke Duncan', 'Martin Lawrence', """"Mo'Nique""""]""",['Malcolm D. Lee'],['Malcolm D. Lee'],Universal,[David Newman],[Greg Gardiner],"""['Gary Barber', 'Roger Birnbaum', 'Mary Parent', 'Scott Stuber']""","['Michael Clarke Duncan', 'Martin Lawrence', 'MoNique']",['Malcolm D. Lee'],['Malcolm D. Lee'],['Universal'],['David Newman'],['Greg Gardiner'],"['Gary Barber', 'Roger Birnbaum', 'Mary Parent', 'Scott Stuber']",64.49848185100115,5.932789575420168,3.4604120504201683,5289808.384345475,1883035.4220828305,25.106818183717426,5291809.351184621
