index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,bom_awards,bom_awards_scr,actor_clean,director_clean,writer_clean,distributor_clean,composer_clean,cinematographer_clean,producer_clean,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
6828,b14652,w34602,o10162,the skeleton twins,2014,1000000.0,5700000.0,4.7,2014-09-12 00:00:00,9.0,3.0,255.0,36.0,0.0,,4.0,,0.0,"['Kristen Wiig', 'Bill Hader', 'Ty Burrell', 'Luke Wilson', 'Boyd Holbrook']",['Craig Johnson'],"['Mark Heyman', 'Craig Johnson']",['Roadside Attractions'],['Nathan Larson'],['Reed Morano'],"['Jay Duplass', 'Mark Duplass']",30.59653529915741,4.7,29.21915561538461,8.244847337516607,6.956041606002401,3.4849601311111114,13.58649457936508
6829,,w34630,o6846,the skipper surprised his wife,1950,753000.0,926000.0,0.2297476759628154,2050-06-29 00:00:00,6.0,2.0,180.0,26.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6830,b14655,w34639,,the skulls ,2000,35000000.0,50802120.0,0.4514891428571429,2000-03-31 00:00:00,3.0,1.0,91.0,13.0,0.0,,3.0,,0.0,"['Joshua Jackson', 'Paul Walker', 'Craig T. Nelson']",['Rob Cohen'],['John Pogue'],['Universal'],['Randy Edelman'],['Shane Hurlbut'],"['Neal H. Moritz', 'John Pogue']",11.1202105044487,3.8732009054709464,0.8784660246031747,10.61034975822026,5.085436939189165,0.3840129883737929,5.293554638961147
6831,,w34668,,the sky's the limit (1943 film),,871000.0,2185000.0,1.5086107921928815,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6832,,w34839,o21782,the slumber party massacre,1982,250000.0,3589000.0,13.356,1982-11-12 00:00:00,11.0,4.0,316.0,45.0,1.0,,4.0,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6833,b14663,w34941,,the smurfs ,2011,110000000.0,563749323.0,4.124993845454545,2011-07-29 00:00:00,7.0,3.0,210.0,30.0,0.0,,2.0,,0.0,"['Neil Patrick Harris', 'Jayma Mays', 'Hank Azaria', 'Katy Perry ', 'Alan Cumming ', 'George Lopez ', 'Paul Reubens ', 'Anton Yelchin']",['Raja Gosnell'],"['J. David Stem', 'David N. Weiss']",['Sony / Columbia'],['Heitor Pereira'],['Phil Meheux'],['Jordan Kerner'],29.58886586007705,3.410525589276696,9.432626333326983,2840.565765788319,6.386105189147983,2.1472831835462025,3.6290379258777175
6834,b14664,w34942,o1273,the smurfs 2,2013,105000000.0,347545360.0,2.3099558095238097,2013-07-31 00:00:00,7.0,3.0,212.0,30.0,0.0,,2.0,,0.0,"['Neil Patrick Harris', 'Brendan Gleeson', 'Jayma Mays', 'Sofia Vergara', 'Hank Azaria', 'Katy Perry ', 'Christina Ricci', 'George Lopez ', 'Anton Yelchin']",['Raja Gosnell'],"['Karey Kirkpatrick', 'David Ronn', 'Jay Scherick', 'J. David Stem', 'David N. Weiss']",['Sony / Columbia'],['Heitor Pereira'],['Phil Meheux'],['Jordan Kerner'],37.060039591511966,3.410525589276696,15.787024244742286,2840.565765788319,6.386105189147983,2.1472831835462025,3.6290379258777175
6835,,w34949,o15503,the snake pit,4-Nov,3800000.0,4100000.0,0.07894736842105263,2048-11-13 00:00:00,11.0,4.0,318.0,45.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6836,b14672,w35074,o8202,the social network,2010,40000000.0,224920315.0,4.623007875,2010-10-01 00:00:00,10.0,4.0,274.0,39.0,0.0,,3.0,"""Nominated for Eight Oscars, Including Three Wins.""",23.0,"['Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake', 'Armie Hammer', 'Max Minghella', 'Rooney Mara', 'Rashida Jones']",['David Fincher'],['Aaron Sorkin'],['Sony / Columbia'],"['Trent Reznor', 'Atticus Ross']",['Jeff Cronenweth'],"['Dana Brunetti', 'Michael De Luca', 'Scott Rudin']",80.68229186583474,12.35239782360266,8.23053229871864,2840.565765788319,27.057224194869384,12.991029010595238,26.595256469872446
6837,b14674,w35144,o18966,the soloist,24-Apr-09,60000000.0,38300000.0,-0.3616666666666667,2009-04-24 00:00:00,4.0,2.0,114.0,16.0,0.0,,3.0,,0.0,"['Jamie Foxx', 'Catherine Keener', 'Jena Malone']",['Joe Wright'],['Susannah Grant'],['Paramount (DreamWorks)'],['Dario Marianelli'],['Seamus McGarvey'],"['Tim Bevan', 'Eric Fellner', 'Jeff Skoll', 'Patricia Whitcher']",22.739409841089525,0.20677491111111113,11.215269257700031,5.129895467564632,2.1548567806421355,7.817188406009004,231393.1570286918
6838,b14677,w35262,o2742,the son of no one,2011,15000000.0,1100000.0,-0.9266666666666666,2011-11-04 00:00:00,11.0,4.0,308.0,44.0,1.0,,4.0,,0.0,"['Channing Tatum', 'Al Pacino', 'Juliette Binoche', 'Ray Liotta', 'Katie Holmes', 'Tracy Morgan']",['Dito Montiel'],[''],['Anchor Bay Films'],"['Jonathan Elias', 'David Wittman']",['Benoit Delhomme'],['Joy Gorman'],37.36824631942972,-0.9266666666666666,0.0,-0.7638095886819922,-1.1895768787878787,1.0223957266666668,-0.4815188833333333
6839,,w35291,,the song of bernadette ,,1600000.0,5000000.0,2.125,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6840,b14681,w35336,o6979,the sons of katie elder,1965,6500000.0,23000000.0,2.5384615384615383,2065-07-01 00:00:00,7.0,3.0,182.0,26.0,0.0,,6.0,,0.0,"['John Wayne', 'Dean Martin', 'Martha Hyer', 'Earl Holliman', 'Jeremy Slate', 'James Gregory', 'Paul Fix', 'George Kennedy', 'Dennis Hopper', 'Sheldon Allman', 'John Litel', 'John Doucette', 'James Westerfield', 'Rhys Williams', 'John Qualen', 'Rodolfo Acosta', 'Strother Martin']",['Henry Hathaway'],"['William H. Wright', 'Allan Weiss', 'Harry Essex', 'Talbot Jennings ']",['Paramount'],['Elmer Bernstein'],['Lucien Ballard '],['Hal B. Wallis'],57.64052379054885,3.9677220373819164,10.153846153846153,10058.271040349393,6.2807831467889645,2.5384615384615383,3.7028982100870977
6841,b14684,w35353,,the sorcerer's apprentice (2010 film),2010,150000000.0,215283742.0,0.43522494666666667,2010-07-14 00:00:00,7.0,3.0,195.0,28.0,0.0,,2.0,,0.0,"['Nicolas Cage', 'Jay Baruchel', 'Alfred Molina', 'Teresa Palmer', 'Monica Bellucci']",['Jon Turteltaub'],"['Carlo Bernard', 'Doug Miro']",['Buena Vista'],['Trevor Rabin'],['Bojan Bazelli'],"['Jerry Bruckheimer', 'Nicolas Cage', 'Todd Garner']",26297.305134609094,4.413644852137889,0.16777980944444448,7.158891728638755,3.770229001303125,2.280908911631305,40057.4717396923
6842,b14685,w35412,,the sound of music ,1965,8199999.999999999,158671368.0,18.350166829268296,2065-03-02 00:00:00,3.0,1.0,61.0,9.0,0.0,,7.0,,0.0,"['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Richard Haydn', 'Peggy Wood', 'Charmian Carr', 'Heather Menzies', 'Nicholas Hammond', 'Duane Chase', 'Angela Cartwright', 'Debbie Turner', 'Kym Karath', 'Anna Lee', 'Portia Nelson', 'Ben Wright', 'Daniel Truhitte', 'Norma Varden', 'Gil Stuart', 'Marni Nixon', 'Evadne Baker', 'Doris Lloyd']",['Robert Wise'],"['Ernest Lehman ', 'Howard Lindsay ', 'Russel Crouse ']",['Fox'],"['Richard Rodgers ', 'Oscar Hammerstein II ']",['Ted McCord '],"['Robert Wise', 'Saul Chaplin ']",346.7476087248269,5.564987830931112,46.35354604607047,7.210996848464946,11.038470028020761,18.350166829268296,19.209653805381983
6843,b14687,w35473,,the space between us ,2017,30000000.0,14793385.0,-0.5068871666666667,2017-02-03 00:00:00,2.0,1.0,34.0,5.0,0.0,,3.0,,0.0,"['Asa Butterfield', 'Britt Robertson', 'Carla Gugino', 'Gary Oldman']",['Peter Chelsom'],[''],['STX Entertainment'],['Andrew Lockington'],['Barry Peterson'],['Richard Barton Lewis'],12.747358756606229,1.3925404946031745,0.0,3.4857009638051513,1.1745063174310586,2.4539160292226514,1.1274342
6844,b14689,w35569,o2386,the specialist,1994,45000000.0,170362582.0,2.7858351555555565,1994-10-07 00:00:00,10.0,4.0,280.0,40.0,1.0,,4.0,,0.0,"['Sylvester Stallone', 'Sharon Stone']",['Luis Llosa'],[''],['Warner Bros.'],"['John Barry', 'Emilio Estefan Jr.', '(music supervisor)']",['Jeffrey L. Kimball'],['Jerry Weintraub'],12.8680013762192,2.7858351555555565,0.0,10192.334247628845,21.30982166472219,9.532262320327686,1.0211597541125543
6845,b14690,w35570,,the specials ,2000,1000000.0,13276.0,-0.9867239999999999,2000-09-22 00:00:00,9.0,3.0,266.0,38.0,0.0,,4.0,,0.0,"['Thomas Haden Church', 'Judy Greer', 'Jamie Kennedy', 'Rob Lowe', 'Jenna Fischer']",['Craig Mazin'],['James Gunn'],['Regent Releasing'],['Brian Langsford'],['Eliot Rockett'],['Craig Mazin'],24.968336597292502,0.02378085714285727,3.8610509440006773,-0.2116942193010242,-0.9867239999999999,-0.927615962962963,0.6664811999278502
6846,b14691,w35578,o1275,the spectacular now,2013,2500000.0,6900000.0,1.76,2013-08-02 00:00:00,8.0,3.0,214.0,30.0,0.0,,4.0,,0.0,"['Shailene Woodley', 'Miles Teller', 'Mary Elizabeth Winstead']",['James Ponsoldt'],"['Scott Neustadter', 'Michael H. Weber']",['A24'],['Rob Simonsen'],['Jess Hall'],"['Scott Neustadter', 'Michael H. Weber']",29.365799120026793,0.879725,15.865830937142855,13.26112589932665,6.142869683174603,1.1040614285714285,7.886025
6847,b14692,w35647,,the spiderwick chronicles ,2008,90000000.0,162839667.0,0.8093296333333333,2008-02-14 00:00:00,2.0,1.0,45.0,6.0,1.0,,2.0,,0.0,"['Freddie Highmore', 'Nick Nolte', 'David Strathairn', 'Seth Rogen', 'Martin Short ']",['Mark S. Waters'],[''],['Paramount'],['James Horner'],['Caleb Deschanel'],"['Mark Canton', 'Larry J. Franco', 'Kathleen Kennedy', 'Frank Marshall']",29.573377329994187,1.7971791081522939,0.0,10058.271040349393,13.365788665798153,10.988617853109002,35.95581034374216
6848,,w35662,,the spiral staircase (1946 film),,750000.0,2800000.0,2.7333333333333334,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6849,b14693,w35685,,the spirit ,2008,60000000.0,39000000.0,-0.35,2008-12-25 00:00:00,12.0,4.0,360.0,51.0,1.0,,3.0,,0.0,"['Gabriel Macht', 'Samuel L. Jackson', 'Scarlett Johansson', 'Eva Mendes']",['Frank Miller'],['Frank Miller'],['Lionsgate'],['David Newman'],['Bill Pope'],['Gigi Pritzker'],23.434158506606025,1.30942275,1.6854369406393606,7.999250695862709,3.171730579511995,14.415422008960027,1.6252539188391266
6850,b14695,w35679,,the spirit of st. louis ,1957,6000000.0,2600000.0,-0.5666666666666667,2057-04-20 00:00:00,4.0,2.0,110.0,15.0,0.0,,6.0,,0.0,"['James Stewart', 'Murray Hamilton', 'Patricia Smith', 'Bartlett Robinson']",['Billy Wilder'],"['Billy Wilder', 'Wendell Mayes', 'Charles Lederer ']",['Warner Bros.'],['Franz Waxman'],"['Robert Burks', 'J. Peverell Marley']","['Leland Hayward', 'Cinematographers']",4.010863521915486,3.8065307682297793,4.7285777996869935,10192.334247628845,4.435480761587306,5.160787878787878,3.516483826856377
6851,b14698,w35728,o9054,the spongebob movie: sponge out of water,2015,74000000.0,325186032.0,3.3944058378378377,2015-02-06 00:00:00,2.0,1.0,37.0,5.0,0.0,,2.0,,0.0,['Antonio Banderas'],"['Mike Mitchell', 'Paul Tibbitt']","['Jonathan Aibel', 'Glenn Berger', 'Paul Tibbitt']",['Paramount'],['John Debney'],['Phil MeÌ\x81heux'],"['Mary Parent', 'Paul Tibbitt']",7.701017529700478,6.9021021338454,11.57015613523452,10058.271040349393,4.311942216370942,2.5137473339785954,7.848997372592109
6852,b14699,w35731,o22183,the spongebob squarepants movie,2004,30000000.0,140161792.0,3.672059733333333,2004-11-19 00:00:00,11.0,4.0,324.0,46.0,1.0,,2.0,,0.0,"['Alec Baldwin', 'Scarlett Johansson']","['Stephen Hillenburg', 'Mark Osborne']",[''],['Paramount'],['Gregor Narholz'],['Jerzy Zielinski'],"['Stephen Hillenburg', 'Julia Pistor']",16.09575902800972,8.43787636923077,0.0,10058.271040349393,3.672059733333333,1.3444619697435896,7.410579253846153
6853,b14700,w35808,o8203,the spy next door,2010,28000000.0,45236543.0,0.6155908214285715,2010-01-15 00:00:00,1.0,1.0,15.0,2.0,1.0,,2.0,,0.0,"['Lucas Till', 'Jackie Chan', 'George Lopez', 'Billy Ray Cyrus']",['Brian Levant'],[''],['Lionsgate'],['David Newman'],['Dean Cundey'],"['Ryan Kavanaugh', 'Robert Simonds', 'Tucker Tooley']",46450.52376986226,0.9954652576435614,0.0,7.999250695862709,3.171730579511995,14.3314543742672,21.6119221671673
6854,b14703,w35826,,the square (2013 film),2013,1500000.0,124244.0,-0.9171706666666668,2013-10-25 00:00:00,10.0,4.0,298.0,42.0,0.0,,6.0,Nominated for One Oscar.,1.0,[''],[''],[''],['Noujaim Films'],"['Jonas Colstrup', 'H. Scott Salinas']","['Jehane Noujaim', 'Muhammad Hamdy', 'Ahmed Hassan', 'Cressida Trew']",['Karim Amer'],0.0,0.0,0.0,0.0828293333333332,0.1656586666666664,0.3313173333333328,0.0828293333333332
6855,b14705,w35838,o18480,the squid and the whale,2005,1500000.0,11098131.0,6.398754,2005-10-05 00:00:00,10.0,4.0,278.0,40.0,1.0,,4.0,Nominated for One Oscar.,1.0,"['Jeff Daniels', 'Laura Linney', 'Jesse Eisenberg', 'Anna Paquin']",['Noah Baumbach'],['Noah Baumbach'],['IDP'],"['Britta Phillips', 'Dean Wareham']",['Robert D. Yeoman'],['Wes Anderson'],26.10565835717508,5.582710333333333,4.134909100333333,55.235757962259605,14.797508,2.520997092151675,9.301271877450397
6856,,w35857,,the st. valentine's day massacre ,,2175000.0,1700000.0,-0.2183908045977012,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6857,b14708,w35949,o22447,the star chamber,1983,8000000.0,5600000.0,-0.3,1983-08-05 00:00:00,8.0,3.0,217.0,31.0,0.0,,4.0,,0.0,['Michael Douglas'],['Peter Hyams'],[''],['Fox'],['Michael Small'],['Richard Hannah'],['Frank Yablans'],5.218255609293265,-0.2878952222619047,0.0,7.210996848464946,0.4767313496088062,-0.3,2.119778361111111
6858,b14711,w36042,o1276,the starving games,2013,4630000.0,3800000.0,-0.17926565874730022,2013-11-08 00:00:00,11.0,4.0,312.0,44.0,1.0,,3.0,,0.0,"['Maiara Walsh', 'Cody Christian', 'Brant Daugherty', 'Diedrich Bader']","['Jason Friedberg', 'Aaron Seltzer']","['Jason Friedberg', 'Aaron Seltzer']",['Ketchup Entertainment'],['Timothy Michael Wynn'],[''],['Peter Safran'],-0.7170626349892009,3.74975237512599,6.59789469616964,-0.17926565874730022,-0.17926565874730022,0.0,6.731666119776566
6859,b14712,,,the statement,,27000000.0,765637.0,-0.971643074074074,,,,,,,,4.0,,0.0,"['Michael Caine', 'Tilda Swinton']",[''],[''],['Sony Classics'],[''],['Ellis W. Carter'],[''],24.013629370596444,0.0,0.0,6.865590987752077,0.0,9.82531371489898,0.0
6860,b14713,w36066,o9839,the station agent,2003,500000.0,8679814.0,16.359628,2003-10-03 00:00:00,10.0,4.0,276.0,39.0,0.0,,4.0,,0.0,"['Peter Dinklage', 'Patricia Clarkson', 'Richard Kind', 'Bobby Cannavale', 'John Slattery', 'Michelle Williams']",['Tom McCarthy'],['Tom McCarthy'],['Miramax'],['Stephen Trask'],['Oliver Bokelberg'],"['Mary Jane Skalski', 'Robert May', 'Kathryn Tucker']",53.00907436282988,25.984814,21.434824345714286,16.83915618617964,19.857216019316105,16.359628,40.45907
6861,b14715,,,the stepfather (2009),,20000000.0,31198531.0,0.55992655,,,,,,,,3.0,,0.0,"['Penn Badgley', 'Amber Heard', 'Sela Ward']",[''],[''],['Sony / Screen Gems'],[''],['Ellis W. Carter'],[''],12.457742763513716,0.0,0.0,3.103942139239056,0.0,9.82531371489898,0.0
6862,b14716,,,the stepford wives,,90000000.0,102001626.0,0.13335139999999998,2004-06-11 00:00:00,6.0,2.0,163.0,23.0,0.0,,3.0,,0.0,"['Nicole Kidman', 'Matthew Broderick', 'Christopher Walken', 'Bette Midler', 'Glenn Close']",['Frank Oz'],"['Paul Rudnick', 'Ira Levin ']",['Paramount'],['David Arnold'],['Ellis W. Carter'],"['Donald De Line', 'Scott Rudin']",33.91458000186535,2.5009204592284187,0.8857776039307359,10058.271040349393,7.514356398369221,9.82531371489898,8.891832121299336
6863,b14717,w36198,o4520,the sting,1973,5500000.0,159600000.0,28.01818181818182,1973-12-25 00:00:00,12.0,4.0,359.0,51.0,1.0,,2.0,,0.0,"['Paul Newman', 'Robert Redford']",['George Roy Hill'],[''],['Universal'],['Marvin Hamlisch'],['Robert Surtees'],"['Tony Bill', 'Michael Phillips', 'Julia Phillips']",20.96801244214049,9.72921872784689,0.0,10.61034975822026,16.110709137999553,13.204187519611423,52.27318090441226
6864,,w36323,o6640,the story of ruth,1960,2930000.0,3000000.0,0.023890784982935155,2060-06-17 00:00:00,6.0,2.0,169.0,24.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6865,,w36328,,the story of three loves,,2498000.0,3167000.0,0.2678142514011209,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6866,b14725,w36329,,the story of us ,1999,50000000.0,58900031.0,0.17800062,1999-10-15 00:00:00,10.0,4.0,288.0,41.0,1.0,,4.0,,0.0,"['Bruce Willis', 'Michelle Pfeiffer']",['Rob Reiner'],[''],['Universal'],['Marc Shaiman'],['Michael Chapman'],"['Jessie Nelson', 'Rob Reiner', 'Alan Zweibel']",13.30977431467047,386669.35729390295,0.0,10.61034975822026,170591.72881923598,9.532635929169675,828573.4067989679
6867,,w36331,o8662,the story of will rogers,1952,3000000.0,2650000.0,-0.11666666666666667,2052-07-26 00:00:00,7.0,3.0,208.0,29.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6868,b14728,w36354,o2191,the straight story,1999,10000000.0,6203044.0,-0.37969559999999997,1999-10-15 00:00:00,10.0,4.0,288.0,41.0,1.0,,7.0,Nominated for One Oscar.,1.0,"['Sissy Spacek', 'Jane Galloway Heitz', 'Joseph A. Carpenter', 'Donald Wiegert']",['David Lynch'],[''],['Buena Vista'],['Angelo Badalamenti'],['Freddie Francis'],"['Mary Sweeney', 'Neal Edelstein', 'Alain Sarde']",9.93832170470994,2.8493311404761905,0.0,7.158891728638755,1.6956502145122887,3.497468805357143,1.6740943333333334
6869,,w36435,,the stranger (1946 film),,1034000.0,3216000.0,2.1102514506769827,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6870,,w36438,o256,the stranger's return,1933,300000.0,630000.0,1.1,2033-07-28 00:00:00,7.0,3.0,209.0,30.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6871,b14734,,,the strangers,,9000000.0,82391145.0,8.154571666666667,,,,,,,,4.0,,0.0,"['Liv Tyler', 'Scott Speedman']",['Bryan Bertino'],[''],['Rogue Pictures'],['tomandandy'],['Ellis W. Carter'],"['Doug Davison', 'Marc D. Evans', 'Roy Lee', 'Trevor Macy', 'Sonny Mallhi']",30.354211039938836,8.154571666666667,0.0,20.400018549206354,1.4463043519205059,9.82531371489898,42.812472394150795
6872,,w36450,,the strangers (2008 film),,9000000.0,82400000.0,8.155555555555555,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6873,b14735,w36459,o23234,the stratton story,1949,1771000.0,4488000.0,1.5341614906832295,2049-05-12 00:00:00,5.0,2.0,132.0,19.0,0.0,,6.0,,0.0,"['James Stewart', 'June Allyson', 'Frank Morgan', 'Agnes Moorehead']",['Sam Wood'],"['Douglas Morrow ', 'Guy Trosper']",['MGM'],['Harold Rosson'],['Adolph Deutsch'],['Jack Cummings'],8.65753602209878,1.0139392779723404,3.746192190528939,7055.647545642367,1.5341614906832295,1.5341614906832295,1.4603962407982363
6874,,w36549,,the strip (1951 film),,885000.0,982000.0,0.1096045197740113,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6875,,w36554,,the stripper ,,2175000.0,1500000.0,-0.3103448275862069,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6876,,w36590,,the student prince ,,2438000.0,5341000.0,1.1907301066447908,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6877,b14739,w36605,o3126,the stunt man,1980,3500000.0,7068886.0,1.0196817142857142,1980-06-27 00:00:00,6.0,2.0,179.0,25.0,1.0,,4.0,Nominated for Three Oscars.,3.0,"['Peter OToole', 'Steve Railsback', 'Barbara Hershey', 'Allen Garfield']",['Richard Rush'],[''],['Fox'],['Dominic Frontiere'],['Mario Tosi'],['Richard Rush'],33.90873744604198,3.1352300357142857,0.0,7.210996848464946,4.306421867857143,4.666816981684981,4.019681714285714
6878,b14740,w36611,,the stupids ,1996,25000000.0,2500000.0,-0.9,1996-08-30 00:00:00,8.0,3.0,243.0,34.0,1.0,,2.0,,0.0,['Tom Arnold'],['John Landis'],[''],['New Line'],['Christopher Stone'],['Manfred Guthe'],['Leslie Belzberg'],2.1074048418034863,6.007151662699119,0.0,8.540224353427202,-0.9,-0.9,-0.9
6879,b14745,w36703,o11511,the sugarland express,1974,3000000.0,12800000.0,3.2666666666666666,1974-03-31 00:00:00,3.0,1.0,90.0,13.0,0.0,,2.0,,0.0,['Goldie Hawn'],['Steven Spielberg'],[''],['Universal'],['John Williams'],['Vilmos Zsigmond'],"['Richard D. Zanuck', 'David Brown']",5.893220626078971,22.34661876905409,0.0,10.61034975822026,15.513175485657374,7.967156975936002,38.06056939209424
6880,b14747,w36715,,the sum of all fears ,2002,68000000.0,193921372.0,1.8517848823529413,2002-05-31 00:00:00,5.0,2.0,151.0,21.0,1.0,,3.0,,0.0,"['Ben Affleck', 'Morgan Freeman', 'Bridget Moynahan', 'Liev Schreiber']",[''],[''],['Paramount'],['Jerry Goldsmith'],['John Lindley'],['Mace Neufeld'],37.9734124103445,0.0,0.0,10058.271040349393,5.671685569388396,4.066441480758957,6.78790969699489
6881,b14753,w36745,,the sun also rises (1957 film),1957,3500000.0,3815000.0,0.09,2057-08-23 00:00:00,8.0,3.0,235.0,33.0,0.0,,6.0,,0.0,"['Tyrone Power', 'Ava Gardner', 'Mel Ferrer', 'Errol Flynn', 'Eddie Albert']",['Henry King'],"['Peter Viertel', 'Ernest Hemingway ']",['Fox'],['Hugo Friedhofer'],['Leo Tover'],['Darryl F. Zanuck'],9.866808615064706,-0.049444444444444444,2.074024390243902,7.210996848464946,1.7600334431466509,0.1582051282051282,5.219046590009841
6882,,w36749,o23235,the sun comes up,1949,1659000.0,1280000.0,-0.2284508740204943,2049-05-12 00:00:00,5.0,2.0,132.0,19.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6883,b14758,w36854,o13860,the super,4-Oct,22000000.0,11000863.0,-0.4999607727272728,1991-10-04 00:00:00,10.0,4.0,277.0,39.0,0.0,,4.0,,0.0,"['Joe Pesci', 'Vincent Gardenia', 'Madolyn Smith Osborne', 'Rubén Blades']",['Rod Daniel'],[''],['Fox'],['Miles Goodman'],['Bruce Surtees'],"['Richard E. Frazier', 'Charles Gordon']",4.607156330630649,32.5833529469697,0.0,7.210996848464946,7.118018898859277,4.917596494381536,-0.007795093873517844
6884,b14760,w36908,o21443,the sure thing,1985,4500000.0,18135531.0,3.030118,1985-03-01 00:00:00,3.0,1.0,60.0,8.0,0.0,,3.0,,0.0,"['John Cusack', 'Daphne Zuniga', 'Viveca Lindfors', 'Nicollette Sheridan', 'Tim Robbins']",['Rob Reiner'],[''],['MGM'],['Tom Scott'],['Robert Elswit'],['Roger Birnbaum'],21.788474409961356,386669.35729390295,0.0,7055.647545642367,5.910944532679739,7.173096777631101,9.310549817584548
6885,,w36948,,the survivors (1983 film),,15000000.0,14000000.0,-0.06666666666666668,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6886,,w36995,,the swan ,,3094000.0,3749000.0,0.2117000646412411,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6887,,w37001,,the swarm ,,21000000.0,7600000.0,-0.6380952380952379,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6888,b14769,w37065,o16396,the sweetest thing,2002,43000000.0,68696770.0,0.5975993023255814,2002-04-12 00:00:00,4.0,2.0,102.0,14.0,0.0,,4.0,,0.0,"['Frank Grillo', 'Cameron Diaz', 'Christina Applegate', 'Thomas Jane', 'Jason Bateman', 'Parker Posey']",['Roger Kumble'],[''],['Sony / Columbia'],['Ed Shearmur'],['Anthony B. Richmond'],['Cathy Konrad'],29.336493646412844,2.2872385293466224,0.0,2840.565765788319,1.07539957523952,1.9865380443059693,8.312769739180075
6889,b14772,,,the switch,,19000000.0,49830607.0,1.6226635263157896,,,,,,,,3.0,,0.0,"['Jason Bateman', 'Jennifer Aniston', 'Jeff Goldblum', 'Juliette Lewis', 'Patrick Wilson']","['Josh Gordon', 'Will Speck']",['Allan Loeb'],['Miramax'],['Alex Wurman'],['Ellis W. Carter'],"['Jennifer Aniston', 'Albert Berger', 'Allan Loeb', 'Ron Yerxa']",40.70927897644481,3.037202066481321,1.0288995162749466,16.83915618617964,0.7674836805400876,9.82531371489898,19.482859817674303
6890,,w37124,,the switch (2010 film),,19000000.0,49900000.0,1.6263157894736842,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6891,b14773,w37140,o21783,the sword and the sorcerer,1982,4.0,39103425.0,9775855.25,1982-04-23 00:00:00,4.0,2.0,113.0,16.0,0.0,,4.0,,0.0,"['Lee Horsley', 'Kathleen Beller', 'Simon MacCorkindale', 'George Maharis']",['Albert Pyun'],[''],['Group 1'],['David Whitaker'],['Joseph Margine'],"['Robert S. Bremson', 'Brandon Chase', 'Marianne Chase']",39103421.0,4887927.800588333,0.0,9775855.25,9775855.25,9775855.25,29327565.75
